package_name,downloads
@menloresearch/uranus-element,638
@mcpmesh/cli-darwin-x64,637
@adens/openwa,636
chinese-poetry,634
@aws-cdk/aws-quicksight,633
numasec-linux-arm64,632
irises-darwin-x64,631
@luxamm/ethers-rs-mobile,630
@synsci/cli2-darwin-x64,629
@bentley/imodeljs-darwin-arm64,629
@esy-nightly/esy,628
bokehjs,628
@kutalia/whisper-node-addon,627
hispasat-ui,626
rocketbatch,626
irises-windows-x64,624
@cyclonedx/cdxgen-plugins-bin-linux-arm64,619
@mcpmesh/cli-linux-arm64,619
@traces-sh/traces-linux-arm64,619
@toothfairyai/tfcode-darwin-x64,615
@machina.ai/cell-code-darwin-x64,615
@bunny.net/cli-windows-x64,613
nipurn-xprompt-new-linux-arm64,611
@machina.ai/cell-code-windows-x64-baseline,608
consortium-code-darwin-x64,607
@sparkz-community/common-client-lib,605
numasec-darwin-arm64,604
consortium-code-linux-arm64,603
nipurn-xprompt-new-darwin-x64-baseline,603
depository-deploy-macos,602
@cal88/interactive-brokers-mcp,600
omniboard,599
@nuggetslife/vc-rn,598
react-native-app-state-aware-focus-effect,598
unicode-6.3.0,597
nodejs-mobile-react-native,595
@embedder/embedder-linux-arm64,595
@opentrace/opentrace,594
nipurn-xprompt-new-darwin-x64,594
nipurn-xprompt-new-linux-arm64-musl,592
@machina.ai/cell-code-linux-arm64-musl,591
unicode-11.0.0,590
@amazon-devices/sentry__react-native,589
@ironfish/rust-nodejs-linux-x64-gnu,588
nipurn-xprompt-new-darwin-arm64,588
@babylonjs/react-native-windows-0-65,586
@mayur-mindruby/haraka-wildduck-plugin,585
nipurn-xprompt-new-linux-x64,584
turtlecode-backend-linux-x64-baseline,583
@postman/pm-bin-macos-arm64,582
@yahoo/uds-v5-wip-cli,582
@nangohq/shared,582
turtlecode-backend-linux-x64,581
@operato/scene-urdf,578
react-native-tor,578
@nozomioai/nia-windows-x64,577
@ironfish/rust-nodejs-linux-x64-musl,575
numasec-windows-x64,575
@embedder/embedder-windows-x64,572
irises-darwin-arm64,571
@nordsym/apiclaw,569
@nhtio/create-ts-lib-starter,566
vite-plugin-norg,565
ui-test-tauros,564
@fugood/node-llama-linux-x64-cuda,564
react-native-tdlib,563
turtlecode-backend-windows-x64-baseline,561
numasec-windows-arm64,557
athithan-dev,557
@newtype-os/cli-darwin-arm64,556
turtlecode-backend-windows-x64,555
irises-linux-x64,554
appium-webdriverio,554
turtlecode-backend-linux-arm64,554
numasec-linux-arm64-musl,552
deepspeech-gpu,551
@aml-org/als-server,550
turtlecode-backend-linux-x64-baseline-musl,548
reredd-windows-x64,548
nipurn-xprompt-new-windows-x64,546
@mcpmesh/cli-linux-x64,545
@codemod.com/cli-darwin-x64,544
@qlik/react-native-helium,543
miclaw-app,542
conintervu,541
@finsemble/finsemble-core,540
@zigc/darwin-arm64,540
opencode-codex-orch-linux-x64,539
@zigc/win32-arm64,537
turtlecode-backend-windows-arm64,536
ideavo-code-linux-x64-baseline,536
@aws-prototyping-sdk/cdk-graph-plugin-diagram,534
innoq-styleguide,534
turtlecode-backend-linux-x64-musl,534
@d3k/darwin-arm64,532
squidclaw,531
@oh-labs/oh-omp-linux-x64,530
@superinterface/server,529
@sencha/eslint-plugin-extjs,528
react-native-adyen-cse,528
azure-devops-work-items-mac,527
nipurn-xprompt-new-windows-x64-baseline,525
@ng-atomic/schematics,524
@debugmcp/mcp-debugger,524
@pspdfkit/nodejs,524
@octokit/openapi,523
@bonfhir/codegen,523
@ironsoftware/ironpdf-engine-macos-arm64,522
@zigc/linux-arm64,521
innertest,519
numasec-windows-x64-baseline,518
geoip-lite-updated,514
ideavo-code-linux-x64,514
dotcli-demo,513
@tmedanovic/genie-cli,513
aciano-cdn,513
@socialgouv/legi-data,512
@ironsoftware/ironpdf-engine-linux-x64,510
@codex-infinity/codex-infinity,510
@zigc/win32-x64,510
@agent-orcha/node-omni-orcha-linux-x64-cuda,509
matrix-engine,507
@newtype-os/cli-windows-x64,507
access-nyc-patterns,506
opencode-ai-nofc-linux-x64,505
@42ailab/42plugin-win32-x64,504
consortium-code-linux-x64,503
cactus-react-native,503
com.shanghaiwindy.middlelayer,501
nume_homolog,500
misans-webfont,500
@wix/bex-utils,499
mstream,495
@shadanai/openclaw,494
@vultisig/mpc-native,490
@elestio/cloudgate,490
@fathyb/carbonyl-linux-amd64,489
@riverbankcms/sdk,489
happy-next-cli,488
opencode-ai-nofc-windows-x64,487
@traces-sh/traces-windows-x64,486
ideavo-code-linux-x64-musl,484
@newtype-os/cli-darwin-x64,484
denchclaw,482
govuk-chakra,481
ideavo-code-linux-x64-baseline-musl,480
rari-linux-arm64,479
@vtex/checkout-ui-core,478
@newtype-os/cli-darwin-x64-baseline,478
@ravenhouse/omni-sdk,477
@react-pakistan/react-design-collection,476
sale-client-chengran,474
reason-cli,474
@cascade-flow/cli,473
hamlib,473
flex-design,472
@cyclonedx/cdxgen-plugins-bin-windows-arm64,472
@newtype-os/cli-linux-x64-baseline,472
@zigc/darwin-x64,471
@newtype-os/cli-linux-x64-baseline-musl,471
@team-monolith/pxt-core,471
@chainsafe/eth2-spec-tests,469
@costrict/cs-darwin-x64-baseline,466
react-native-document-reader-core-fullrfid-beta,465
@newtype-os/cli-windows-x64-baseline,464
@pizzapi/cli-linux-x64,464
@embedder/embedder-windows-arm64,463
com.hecomi.ulipsync,461
@oh-labs/oh-omp-darwin-arm64,461
@newtype-os/cli-linux-x64-musl,461
@toolbox-sdk/server-darwin-x64,460
cocos-creator,458
@amcharts/amcharts4-ember,458
awesome-omni-skills,456
blondie-platform-web,453
rewards-test3,451
@ohif/app,451
echarts-china-counties-js,449
@agent-facets/cli-windows-x64-baseline,448
@newtype-os/cli-linux-arm64,445
eve-online-sde,444
@cyclonedx/cdxgen-plugins-bin-linuxmusl-arm64,444
@foundryup/foundry,443
stromdao-eaf,443
@uniswap/ethers-rs-mobile,443
@newtype-os/cli-linux-x64,443
@sonarwatch/token-lists,442
rari-win32-x64,441
@twsxtd/hapi-win32-x64,440
rari-linux-x64,439
@svc-apac-goodyear/design-tokens,438
@sezzle/sezzle-static-widget,437
opencode-ai-nofc-windows-arm64,432
thin-hook,432
cedar-os,431
@babylonjs/react-native-windows,430
opencode-ai-nofc-linux-arm64,430
@newtype-os/cli-linux-arm64-musl,429
vertx3-full,427
davi-js,426
@reglendo/mergado-ui-kit,422
astra-insight-mcp,422
oh-my-magento-linux-x64,422
depository-deploy-windows,417
@vmosedge/proxy-sdk,417
azure-devops-work-items-linux,416
com.caffeine,414
@jam3/react-hooks,413
@raiadrogasil/pulso-react-native-components,412
@agent-orcha/node-omni-orcha-win32-x64-cuda,412
ocr-provenance-mcp,412
@restatedev/restate-linux-arm64,411
@vikasitai/vikasit-code-linux-x64-baseline,411
car-accident-app,410
hyperswitch-prism,410
@d3k/windows-x64,408
@vikasitai/vikasit-code-linux-x64-musl,408
@bloxbean/yaci-devkit-macos-arm64,408
@babylonjs/react-native-windows-0-70,405
@alifd/chat,405
@agent-facets/cli-windows-x64,405
@guadskill/openclaw-proxy,404
@delta-ai/lancedb-linux-x64-musl,404
opencode-codebase-index,403
fluentui-emoji,403
@delta-ai/lancedb-linux-x64-gnu,402
@bloxbean/yaci-devkit-linux-x64,402
@rongcloud/electron,402
live2d-widget-model,400
bangumi-database,396
@vikasitai/vikasit-code-linux-x64-baseline-musl,396
@vikasitai/vikasit-code-linux-x64,395
@kyuz0/securecode-linux-x64-baseline-musl,395
live2dcubismcore,394
piper-wasm,392
@youchi1/openclaw,392
@triplestepab/all-the-cities,391
shr-fhir-export,391
@costrict/cs-linux-arm64-musl,391
symbiotic-linux-x64,390
@vikasitai/vikasit-code-windows-x64,389
@costrict/cs-linux-arm64,386
droplocation-cypress-binaries-linux,384
@costrict/cs-linux-x64-musl,384
@vikasitai/vikasit-code-darwin-arm64,384
@kyuz0/securecode-linux-x64-musl,383
@canner/cli,381
@scality/cloudserverclient,381
@zenjiro-latte/latte-code-win32-x64,381
threed-garden,380
@vcita/design-system,379
@chinese-fonts/maple-mono-cn,379
@perf-profiler/maestro,378
@costrict/cs-darwin-arm64,378
azure-devops-work-items-win,378
@intuned/cli-windows-x64-baseline,378
@yungu-fed/componentlibrary,376
tutti-ch-styleguide,376
symbiotic-windows-x64,375
cui-llama.rn,374
pokemon-showdown,373
@flintttan/hapi-linux-x64,373
@kodaikabasawa/ccmanager-win32-x64,372
@costrict/cs-windows-x64,371
@agent-webui/ai-desk-python-win32-x64,371
airwatch-sdk-plugin,370
@fairmint/canton-node-sdk,369
@viasat/beam-fonts,368
@costrict/cs-darwin-x64,368
connected-spaces-platform.web,366
tango-app-api-store-builder,366
@vikasitai/vikasit-code-linux-arm64-musl,366
@agent-lite/codex,364
connected-spaces-platform.unity.core,364
cmcts-c-agent-embedding,364
@flintttan/hapi-linux-arm64,362
@costrict/cs-linux-x64,361
ralph-harness-linux-x64,361
@dannadori/blaze-pose-worker-js,359
@restatedev/restate-server-darwin-x64,359
xactions,358
@foreverrbum/ethsign,357
jp.keijiro.ffmpeg-out,357
@vikasitai/vikasit-code-linux-arm64,356
oh-my-magento-windows-x64-baseline,356
@restatedev/restate-darwin-x64,355
@anyone-protocol/anyone-client,354
liveapicreator-admin-cli,354
@wiremock/cli,353
acp-extension-codex-darwin-arm64,353
@proliferateai/codex-acp-linux-x64,352
@toolkit-cli/toolkode-windows-x64,352
@vikasitai/vikasit-code-darwin-x64-baseline,352
oh-my-magento-windows-x64,352
wc-range-datepicker,351
@shkumbinhsn/react-icons,351
@agent-webui/ai-desk-python-linux-x64,350
@costrict/cs-windows-x64-baseline,350
@hasna/assistants,350
@celo/devchain-anvil,349
@mrhenry/polyfill-library,349
@isentinel/jest-roblox,349
opendocker-windows-x64-baseline,349
@myorders/fleetops-engine,348
react-native-deepar,348
sparkecoder,347
@agent-webui/ai-desk-python-linux-arm64,346
@tomdra01/kntxt,346
ngx-ng2-semantic-ui,346
@vikasitai/vikasit-code-windows-arm64,345
@costrict/cs-linux-x64-baseline-musl,345
nativescript-wikitude,344
react-native-paypal,344
@altimateai/altimate-code-windows-x64-baseline,343
@critters-rs/critters-linux-x64-gnu,343
@altimateai/altimate-code-darwin-arm64,342
mysql-rest,342
@vikasitai/vikasit-code-windows-x64-baseline,341
layuicdns,340
com.democalendernativemodule,339
longbridge-linux-x64-gnu,339
@kyuz0/securecode-linux-x64,339
meta-client,339
@altimateai/altimate-code-windows-x64,337
@gooddata/fixtures,337
schoolzyinstall,337
statebus,337
@kyuz0/securecode-linux-arm64,336
rn-adyen-dropin,334
@fugood/node-llama-win32-x64-cuda,334
@intuned/cli-windows-x64,334
@crypto-frontmatter/eip155-1,333
@checkmarx/cdk-validator-kics,332
piper-tts-web,332
react-native-wcxa,332
@awlsring/cdk-aws-discord-notifiers,332
@synanetics/fhir-transform,331
awesomesafinaz,329
@codexed/codex-win32-x64,327
haoshoku,326
senapt-development,326
@heliux-org/design-system-core,325
@fredguile/openclaw,325
@costrict/cs-linux-x64-baseline,325
opendocker-windows-x64,325
jeol-data-test,324
@vacbo/oh-my-opencode-linux-x64,324
@babylonjs/react-native-windows-0-71,323
@vikasitai/vikasit-code-darwin-x64,322
@expo-google-fonts/noto-serif-sc,322
repzo,322
dep,319
@costrict/cs-windows-arm64,317
@kyuz0/securecode-linux-arm64-musl,317
ngui-tools,316
@alifd/meet-docs,316
@wasp.sh/wasp-cli-darwin-arm64-unknown,316
@cdogclaw/openclaw,315
react-native-baidu-asr-l,314
nuwaxcode-linux-x64-baseline,314
@finbourne/lusid-sdk-angular8,313
@btc-vision/uwebsockets.js,313
com.koiusa.steammultiruntime,312
@milkio/cookbook-win32-x64,311
node-cputil,309
@flintttan/hapi-win32-x64,308
@distilled.cloud/gcp,306
generator-beflex-content-docker-installer,306
igc-xc-score,306
aframe-babia-components,305
nuwaxcode-linux-x64,305
jbs-client-windows-arm64,303
@zjkuang/react-native-factory,302
react-native-mobility,302
neodb,302
dill-live2dapi,302
vuefreports,302
recode-krito33,301
@veupathdb/clinepi-site,301
dcl-vlm,301
@rspack-debug/binding-linux-x64-gnu,300
@opencow-ai/opencow-agent-sdk,299
@prometheansacrifice/esy-bash,298
@taprun/cli-win32-x64,296
nuwaxcode-linux-x64-musl,294
@ibm/plex-sans-sc,293
@moreyears/icons,292
lepton-dx-windows-x64,292
@altimateai/altimate-code-linux-x64,291
@tjelvar/dummy-html,290
@happier-dev/cli,290
lark-opencode-darwin-x64,289
youi-cli,289
@ianlucas/cs2-lib,288
react-h2p-puppeteer,287
@flexem/fc-designer,287
@unstoppabledomains/firebase-auth,286
com.wallstop-studios.unity-helpers,286
@mona-app/mona-rn-ui,285
itk-vtk-viewer,285
@elastic/elastic-ramen-linux-x64,285
@agentmark-ai/cli,284
@elastic/elastic-ramen-linux-x64-musl,283
@appaloft/cli-linux-x64-gnu,283
react-native-flip,282
@sfdxy/sf-documentation-knowledge,282
@hypersetai/hyperset-cli-linux-x64,282
reactnative-line-awsome,281
node-aix-ppc64,281
@taprun/cli-linux-x64,281
@elastic/elastic-ramen-linux-x64-baseline,281
@veupathdb/ortho-site,280
nuwaxcode-linux-arm64,280
kajji-linux-x64,279
nuwaxcode-windows-x64-baseline,278
@pizzapi/cli-win32-x64,278
@here/harp-map-theme,278
@hypersetai/hyperset-cli-win32-x64,277
@elastic/elastic-ramen-linux-arm64,277
@lzhoucs/html2canvas,276
react-native-zoom-us-reaction,276
scratch3apk,276
bookiza,276
react-native-dynamic-bundle,276
@legna-lnc/legnacode-linux-x64-baseline,276
@unbraided/kenal-ekyc-rn,276
@elastic/elastic-ramen-linux-arm64-musl,275
emception,275
@kyuz0/securecode-linux-x64-baseline,274
@fivetrandevelopers/zetasql,273
@elastic/elastic-ramen-linux-x64-baseline-musl,273
opkg,273
@appaloft/cli-linux-x64-musl,272
@elastic/elastic-ramen-windows-x64,270
nuwaxcode-linux-arm64-musl,270
@vacbo/oh-my-opencode-windows-x64,270
@appaloft/cli-linux-arm64-musl,270
@contrast/agent-bundle,269
@fivetrandevelopers/zetasql-snowflake,269
necessitatibusaccusamus,269
cardstack-auth0,269
@here/harp-examples,269
@_unit/unit,269
@appaloft/cli-linux-arm64-gnu,269
@pstdio/cli-linux-x64-musl,268
@entrust.corporation/idvsdk-reactnative,267
react-web-native-sketch,267
alopeyk-map,266
react-native-networking-patch,266
@elastic/elastic-ramen-windows-arm64,266
jbs-client-windows-x64,266
react-native-wg,265
gramma-lite,265
nuwaxcode-windows-x64,265
@appaloft/cli-win32-x64,264
php-wasm,264
jdeploy,264
movr_module_rn,263
@taprun/cli-darwin-x64,263
@appaloft/cli-win32-arm64,263
@vacbo/oh-my-opencode-windows-x64-baseline,263
font-online,262
@elastic/elastic-ramen-windows-x64-baseline,262
lbug,261
@hypersetai/hyperset-cli-linux-arm64,261
@jpfulton/gatsby-remark-copy-button,261
@lbennett/yuzu,259
esy-bash,258
@altimateai/altimate-code-linux-x64-baseline,258
hyposcript,258
@postman/pm-bin-macos-x64,257
@unifast/node,257
@yowasp/nextpnr-ecp5,257
@veupathdb/mbio-site,257
@pstdio/cli-linux-x64,257
interactive-brokers-mcp,256
@triniwiz/nativescript-couchbase,256
@fugood/node-llama-linux-arm64-cuda,256
@altimateai/altimate-code-linux-x64-musl,255
@restatedev/restate-server-linux-arm64,255
checkapicall,255
nuwaxcode-linux-x64-baseline-musl,255
rippl_o_o,254
react-viro,254
devio,254
@0x/mesh-browser,252
@taprun/cli-darwin-arm64,252
@proliferateai/codex-acp-darwin-arm64,252
@portal-hq/core,251
dfcode-darwin-x64,250
@freetiler/nasa-bluemarble,250
react-native-soda-update,249
@altimateai/altimate-code-linux-x64-baseline-musl,248
ts-glitter,248
@ironfish/rust-nodejs-linux-arm64-musl,248
node-source-han-sans-sc,248
kajji-linux-arm64,248
commandmate,247
@repeato/ocr,247
mobile2,247
dfcode-linux-x64,247
@eeshans/sidequests,247
@cometix/codex,246
@followthecode/cli,245
@codexed/codex-linux-x64,244
lark-opencode-darwin-x64-baseline,244
dfcode-linux-arm64,244
org.outernet.cesium-unity,243
@docknetwork/wallet-sdk-web,243
cloudstudio,242
@ciao-lang/ts-ciao-interface,242
@wingconsole/desktop-win32-arm64,242
@zhbhun/background-removal,241
lark-opencode-linux-x64-musl,241
node-source-han-sans,241
@restatedev/restate-darwin-arm64,241
ading-videobed_01,241
fpp-react-native-module,241
bruker-data-test,241
lark-opencode-windows-x64-baseline,240
coone-annotation-tool,240
mode-front-end,240
twemazing,240
bun-webkit-linux-amd64,239
@t12v/xbau-releases,238
convert-multiple-files-ul,238
@dxos/signal,238
@proliferateai/codex-acp-win32-x64,238
relic-cli-windows-x64,237
react-native-image-offline,236
@ui-vts/icons-angular,236
musiccdn-ariasaka,236
@restatedev/restate-server-darwin-arm64,235
hbuilderx-plugin-uniappx-launcher,235
@proliferateai/codex-acp-darwin-x64,235
@filen/sdk-rs,234
@apache-royale/royale-js-swf,234
io.coherence.sdk,234
acp-extension-codex-win32-x64,233
@febe95/vue-js-modal,233
regula-wasi,232
backlog.md-windows-x64,232
hicrepudiandae,231
telescope-prisma-client,231
@proliferateai/codex-acp-linux-arm64,231
@teller-protocol/v2-contracts,231
expo-template,230
@acalcutt/maplibre-gl-native,230
mobile4,229
lark-opencode-linux-x64-baseline-musl,229
agnai,229
@fabriccode/cli-linux-x64-baseline,229
pokebedrock-showdown,229
quickmcp-server,228
@codexed/codex-linux-arm64,227
dfcode-windows-x64,227
@aictrl/cli-linux-x64,227
@dnncommunity/dnn-elements,227
@atrilabs/app-generator,226
@twsxtd/hapi-linux-arm64,226
zwift-second-screen,226
extjs-gpl,224
cocotest1,224
@fabriccode/cli-darwin-arm64,224
@dfhernandez/sds-react-native-components,222
@delta-ai/lancedb-darwin-arm64,222
@ip-location-db/dbip-city-7z,222
@fugood/node-whisper-win32-x64-cuda,222
fauna-shell,222
code-monkey-ui,222
@spacesprotocol/react-native-libveritas,221
@syncfusion/ej2-js-es5,221
@pocketpalai/llama.rn,220
explorer-test,220
temporibusunde,219
wurd-react,219
@fabriccode/cli-linux-x64-musl,218
@cyberstrike-io/cyberstrike-linux-x64,218
@k3-universe/react-kit,218
@ntlab/ntjs-assets,217
@rainy-updates/cli,216
ideavo-code-linux-arm64,216
@hatijs/helper,216
cordova-plugin-documentreader,215
@codebet/geoip-lite-auto-update,215
@fabriccode/cli-linux-x64-baseline-musl,215
victory-docs,215
com.microsoft.mesh.toolkit.preview,213
cl-lite,212
@react-native-ai/mlc,212
tapestry-integration,212
@openfonts/noto-serif-sc_all,212
smolerclaw,212
ideavo-code-windows-x64,211
@cyclonedx/cdxgen-plugins-bin-linux-arm,211
jverification-react-native,211
sudachi-wasm333,210
pii-paladin,209
blondie-platform-functions,208
@firestone-hs/hs-replay-xml-parser,208
coinstac-simulator,208
@synsci/cli-linux-x64-baseline,208
nmredata-data-test,208
react-native-nitro-inspire-face,208
@seekdb/js-bindings,207
icon-blender,207
@fabriccode/cli-linux-x64,207
yyuap-bpm,207
ralph-harness-windows-x64-baseline,207
@njam-data/nj-census-2020,206
lark-opencode-linux-x64-baseline,206
@ekkos/remote,205
cddp-ui,205
@altimateai/altimate-code-darwin-x64-baseline,204
@diwou/h265ize,204
yyz2,203
@mhingston5/safetynet,203
dfcode-darwin-arm64,203
matrix-linux-x64-musl,202
@altimateai/altimate-code-linux-arm64,201
matrix-linux-x64-baseline,201
lucky-lillia-desktop-macos-arm64,201
@memclaw/bin-linux-x64,201
com.github.asus4.onnxruntime,200
desk-ui,200
react-native-epson-epos-printer,200
matrix-windows-x64,199
jcamp-data-test,198
@fabriccode/cli-windows-x64-baseline,198
@parham125/5zkrz29sebba,198
@upscalerjs/maxim-deblurring,198
mkschart-react-native-latest,197
dotnet-sdk-2.2-win-x64,197
@firestitch/codegenerator,196
auto-icon-react,196
com.hikky.vketcloudsdk,196
@fabriccode/cli-linux-arm64-musl,196
matrix-linux-x64-baseline-musl,196
react-native-uxrate,195
mytool-cli-oreo,195
@aaif/goose-binary-linux-arm64,194
matrix-windows-arm64,194
@iy4u/common-client-lib,194
@altimateai/altimate-code-linux-arm64-musl,193
@kie-tools/jitexecutor-native,193
ideavo-code-windows-x64-baseline,193
@fabriccode/cli-darwin-x64,193
@divitkashyap/chameleon-tui,193
@betterdb/monitor,192
lark-opencode-windows-x64,192
@ks-happier/cli,192
lark-opencode-darwin-arm64,192
cdk-codepipeline-bitbucket-build-result-reporter,192
deepspeech,192
@setprotocol/set-protocol-v2,192
ucd-full,191
@synsci/cli-windows-x64,191
@timewallllll/enhance-claude,191
@synsci/cli-linux-arm64,191
ideavo-code-linux-arm64-musl,191
gatsby-source-awsv3-dynamodb,191
@duckmind/duckmind-linux-x64,190
@babylonjs/react-native-basekit-windows-0-69,189
com.microsoft.mesh.toolkit,189
react-native-bnq-face-verify,189
@joystick.js/db-canary,189
@fabriccode/cli-windows-x64,189
matrix-linux-arm64-musl,189
matrix-darwin-x64-baseline,189
@finbourne/lusid-sdk-angular14,189
@fabriccode/cli-linux-arm64,188
@mnemotix/weever-core,188
@itentialopensource/adapter-kubernetes,187
lark-opencode-linux-x64,187
@chartbrew/plugin-strapi,186
ngxstaticgenerator,186
@synsci/cli-linux-x64-baseline-musl,186
@yext/answers-search-ui,185
chrome-linux,185
kpiplus,185
@lenml/tokenizer-gptoss,185
@ironsoftware/ironpdf-engine-macos-x64,184
restforgejs,183
lark-opencode-linux-arm64,183
@rarimo/zkp-gen-iden3,182
@cryptomines/cli,182
mtg-crucible,182
defcode-linux-x64,182
@synsci/cli-linux-x64,182
@duckmind/duckmind-darwin-arm64,182
@altimateai/altimate-code-darwin-x64,181
scu-web-components,181
@brewsite/claude-author,181
@zkopru/prisma,180
@suns/react-monorepo-nx,180
sudachi,180
@fabriccode/cli-darwin-x64-baseline,180
@vx/demo,179
@agilemotion/oui-react-js,178
code-oss,177
flex-ts-sdk,177
@getgrit/gritql-darwin-universal,177
cedar-ui,176
@fathyb/carbonyl-macos-arm64,176
@rocketleap/cdk-organizations,176
idquia,175
finny-linux-x64-baseline-musl,175
@altimateai/altimate-code-windows-arm64,174
@stargatefinance/stg-evm-v2,174
@ubiquity6/client-test-bulk-data,174
react-native-react-record,174
coc-sonarlint,174
react-native-openalpr,173
carteradigital-template,173
react-native-hgraph,173
drill_down_chart,173
gs-bim-air,173
react-native-unified-contacts,173
@synsci/cli-windows-x64-baseline,173
serenityapplication,173
@upscalerjs/maxim-denoising,173
@wezard/react-native-react-navigation-template,172
matrix-darwin-x64,172
@hiiretail/gcp-infra-generators,172
@dragon-den/banhbao,171
@frc-web-components/react-dashboard,171
0byte-opencode-linux-x64-baseline,171
@topichub/core,170
zlq_supabase,170
finny-darwin-arm64,170
npm.dot.test,169
quirkbot-avr-gcc,169
@nhtio/create-vue-lib-starter,169
awspack,169
reverse-stu-allversions,169
@somosmona/mona-rn-ui,168
mtmaiweb,168
@pstdio/cli-win-arm64,168
@felixtz/iwsdk-rag-mcp,167
signd-reactnative-sdk,167
ralph-harness-windows-x64,167
ultracode,166
@blueprint-data/dbt-ui,166
hubble-react-ios-binaries,166
gambi-windows-x64,166
verde-app-linux-x64,165
mrs-toolbox-cli,165
@zappway/embeds,165
react-native-easebuzz-sdk,164
@axmit/flow-helper,164
enclaws,164
archive-markdown-editor,163
@doenet/prefigure,163
@trailstash/ultra,163
@piured/engine,162
@foxglove/studio-base,162
0byte-opencode-linux-x64-baseline-musl,162
@commonalityco/studio,161
@molybden-apps/molybden-darwin-arm64,161
@badatgil/expo-mapbox-navigation,161
@itentialopensource/adapter-vmware_vrealize_orchestrator,161
node-source-han-sans-tc,161
0byte-opencode-linux-x64,161
@extjs/sencha-cmd-linux-64,161
@duckmind/duckmind-darwin-x64,161
@mcpmesh/tsuite-linux-x64,161
sqlite3-offline,160
@flowaccount/node-icu-tokenizer,160
scorpious_kogo,159
froala-design-blocks,159
h1z1-server,158
acp-extension-codex-darwin-x64,158
@sourcegraph/cody,158
@waku/react-native,157
@postman/pm-bin-linux-arm64,157
@aaif/goose-binary-win32-x64,157
barcode4nodejs,157
local-memory-mcp,157
reusable-react-native-components,156
angular-material-app,156
rn-first-app,155
acp-extension-codex-linux-arm64,155
cordova-plugin-mfp-jsonstore,155
dash_smoothie,155
@molybden-apps/molybden-linux-x64,154
@grconrad/vscode-binaries,154
@clidey/whodb-cli-linux-x64,153
@aaif/goose-binary-darwin-x64,152
genesys.js,152
@pstdio/cli-linux-arm64,152
centaurus-cli,151
@getbizi/bizi-win32-x64,151
dash-textarea-autocomplete,150
finny-windows-x64-baseline,150
cclawd,150
emoji-datasource-split,150
@fireenjin/mx,150
@pstdio/cli-linux-arm64-musl,150
@bloque/cli,149
@molybden-apps/molybden-darwin-x64,149
easyest-xqp,149
argo-audit-bots,149
@itentialopensource/adapter-firemon_securitymanager,148
finny-linux-x64-baseline,148
@neutron-org/client-ts,148
usbabynames,148
@apoorva2405/uxp-devtools-app,147
lark-opencode-linux-arm64-musl,147
@dxos/cli-linux-x64,147
matrix-linux-arm64,147
desktop-manager,147
scu-components,147
node-3scale-cli,147
@lloyal-labs/lloyal.node-linux-x64-vulkan,146
finny-linux-x64-musl,146
finny-darwin-x64,146
@hyperbook/markdown,146
@babylonjs/react-native-basekit-windows-0-71,145
@cryptox/mines,145
finny-linux-x64,145
@cdklabs/cdk-construct-connect-datalake,145
artastra,145
aspose.cells.node.darwin.x64,145
@aaif/goose-binary-darwin-arm64,144
@x-cmd-pkg/rust,144
@iwsdk/reference-assets,144
as-c-neo-scss,144
@getbizi/bizi-win32-arm64,144
@naniteninja/itinerary-lib,144
my-react-java,143
storyclaw-assistant,143
matrix-windows-x64-baseline,142
@lloyal-labs/lloyal.node-linux-x64-cuda,141
@git-glint/nodegit,141
@ironfish/rust-nodejs-linux-arm64-gnu,141
@alpaca-finance/alpaca-contract,141
chuggume,141
matrix-darwin-arm64,141
nativescript-ffmpeg-plugin-fixed,140
corporisdistinctio,140
@seeebiii/ses-email-forwarding,140
matrix-linux-x64,140
finny-linux-arm64-musl,140
@codemieai/codemie-opencode-linux-x64-baseline,140
r-ttt-2,139
@codemieai/codemie-opencode-linux-x64-musl,139
@plot-ai/linux-x64-musl,139
aistub,139
@webiny/serverless-cms-aws,138
@material-symbols-svg/astro,138
prabhatacharya,138
@ignored/edr,138
procbay-schema,138
finny-windows-x64,138
@celo/celo-devchain,138
@ip-location-db/dbip-city-mmdb,138
@here/harp-fontcatalog,138
wifi-rtt-module,137
react-native-animated-scroll-modal,137
@codemieai/codemie-opencode-linux-x64,137
@codemieai/codemie-opencode-linux-x64-baseline-musl,137
avvo-styleguide,137
finny-darwin-x64-baseline,137
@dxos/cli-darwin-x64,136
node-dev-x,136
@sayduck/gltf-pipeline,136
@hasna/emails,136
@dreamwalk-os/react-native-apollo-template,135
finny-linux-arm64,135
@toolkit-cli/toolkode-windows-x64-baseline,135
@pstdio/cli-win-x64,135
@tdb/ui.grid,134
asherah-linux-arm64-gnu,134
react-native-paper-time-duration,134
@reclaimprotocol/zk-fetch,134
humancode-linux-x64,134
@plot-ai/linux-x64-gnu,134
openagent-labforge-windows-x64,134
@involvex/prompt-enhancer,134
@molybden-apps/molybden-linux-x64-debug,133
node-source-han-sans-k,133
xiansakana-blog-img,133
@randomlabs/slate-windows-x64-baseline,133
chrome-devtools-built,132
@synonymdev/react-native-ldk,132
@material-symbols-svg/svelte,131
@ironsoftware/ironpdf-engine-windows-x86,131
@cyber-wysiwyg/richtexteditor,131
termeet-cli-linux-x64,131
@michaloleniacz/vscode-web,130
react-native-cq-short-video,130
@aaif/goose-binary-linux-x64,130
webmeter-client-v2,130
