package_name,downloads
@lloyal-labs/lloyal.node-linux-arm64-vulkan,130
jadetam-dotfiles,130
@openim/electron-client-sdk,130
@mcpmesh/tsuite-linux-arm64,130
@comapeo/nodejs-mobile-react-native,129
my-rn-ads,129
@fathym-it/daedalos,129
gulp-letters,129
cordage-enterprise,129
cordova-plugin-hybridrtc,128
crawclaw,128
@connext/smart-contracts,128
finny-windows-arm64,128
react-native-agoraio,128
@mcpmesh/tsuite-darwin-x64,128
dota2-fork,127
lambinator,127
@toolkit-cli/toolkode-windows-arm64,127
@plot-ai/linux-arm64-gnu,127
@gocodingnow/rn-better-boilerplate,126
@hytopia.com/assets,126
iiif-annotator,126
@mcpmesh/tsuite-darwin-arm64,126
@dharmaprotocol/contracts,125
@sheetxl/sheet-mui,125
deskrpg,125
zego-express-engine-electron-private,125
fixparser-plugin-cli,125
@gocodingnow/rn-native-base-boilerplate,124
@pikabohenkeai/explorer,124
verde-app-darwin-arm64,124
inst_cityksno,124
live2d-models-storage,124
solvebio-dash-components,124
@mida-design/react-native-component,124
capacitor-mapbox,123
@material-symbols-svg/react-native,123
jscenekit,123
tibet,123
@teunlao/code-consolidator,123
@tts_openapi_devmcp/tts-openapi-dev-mcp-test,123
yt-dlp-static,123
@amazon-sumerian-hosts/three,123
react-native-heremaps-bridge,123
senapt-tomato,123
aether-slm-framework,123
dope-rn-nmap,122
asherah-linux-arm64-musl,122
@cvr/stacked,122
versuno-cli-windows-x64,122
@2pi-network/js-sdk,122
ffmpeg-helper,121
com.spellboundar.audio-tools,121
font6pro,121
cordova-plugin-scanplate,121
web3.eth.js,121
calvin-network-tools,121
native-browser-deps-linux,121
@promakeai/dbcli,120
@lloyal-labs/lloyal.node-linux-arm64-cuda,120
ts-reference-ci-scripts,120
aurelia-syncfusion-bridge,120
@babylonjs/react-native-basekit-windows-0-70,119
echarts-china-cities-js,119
@synsci/cli-linux-x64-musl,119
vibecanvas-linux-x64,119
@molybden-apps/molybden-darwin-arm64-debug,118
react-native-component-library-template-demo,118
@oven/zig-linux-x64,118
react-igmweb,118
@matthewbonig/rds-tools,118
retypeapp-darwin-arm64,118
@things-factory/scene-urdf,118
@dolthub/commit-graph,117
gitduck,117
cowork-os,117
@silicogenai/silicogen-cli-linux-x64-baseline-musl,117
ailtire,117
@sapphi-red/dtln-web,117
aglint,117
react-native-onfido-sdk,116
com.hikky.heliodorlib,116
@xdh/my,116
treky-cli,116
@dragon-den/drapkg,116
focalors,115
wink-embeddings-sg-100d,115
calibration,115
foxpay-native-module,115
cookie987-assets,115
@elsa-workflows/elsa-studio-wasm-react,115
ding-blogdemo,114
react-offline-map,114
sumi-fonts,113
dicomweb-proxy,113
@ngcloudsec/cdxgen-plugins-bin,113
prisma-slug,113
minecraft-scripting-starters,113
shuvcode-linux-x64-baseline-musl,113
postgresql-dist-darwin-x64,112
@songxin/opencode-linux-x64,112
@socialedge/generator-verint-sdk,112
@zk-kit/semaphore-artifacts,112
cputil-node,112
@silicogenai/silicogen-cli-linux-x64-musl,112
gg.easy.airship,112
bdk-rn,111
cmcts-c-agent-embedding-hoaphat,111
@wiggumdev/ralph-windows-x64,111
obs-studio-node-secondary,110
aikaclaw,110
paraview-glance,110
@gabrieleroncolato/emception-core,110
micdrop-v2.0,110
manual-html,110
cadviewer-conversion-server,109
@dxos/cli-linux-arm64,109
@maktubbet/sdk,109
com.wikitude.phonegap.wikitudeplugin,109
@jonbrennecke/react-native-camera,109
openagent-labforge-windows-x64-baseline,109
@harang-jennie/nextjs-starter,109
opengit-linux-x64-baseline,109
@extjs/sencha-cmd-macos-jre,109
@dragon-den/install-jdk-11,108
@silicogenai/silicogen-cli-windows-x64-baseline,108
@silicogenai/silicogen-cli-linux-x64-baseline,108
specmem-hardwicksoftware,108
guide4you,107
@extjs/sencha-cmd-linux-32,107
@dxos/cli-darwin-arm64,107
@licensespring/node-sdk,107
react-native-microscope,106
@runanywhere/onnx,106
@fentest/comps,106
@atrvd/onsteroids,106
react-native-bd-asr,106
@cdktn/provider-datadog,106
@silicogenai/silicogen-cli-linux-arm64-musl,106
@synsci/cli-linux-arm64-musl,106
@fxyyf-test/react-native-harmony,106
dolphin888,105
@rlmartin-projen/cdktf-project,105
nextpnr,105
postgresql-dist-darwin-arm64,105
tsbinddotnet,105
@dxos/cli-win32-x64,105
@cyberstrike-io/cyberstrike-linux-x64-baseline-musl,105
@songxin/opencode-darwin-arm64,105
react-native-zcash,105
@logo-rn/template,104
react-native-light-color-picker,104
@yuf1011/openclaw,104
waspcode-ai,104
@fhir-typescript/r4-core,104
pb-ngx-toast,104
react-native-opencv3,104
@plot-ai/win32-x64-msvc,104
shuvcode-linux-x64-baseline,104
cstiedr,103
eslint-plugin-barrel-boundary,103
@gvol/components,103
keepix-plugin-smart-node-build,103
@inkline/icons,103
@rocketsoftware/icons-angular,103
@ai-apps/angular,103
shuvcode-linux-x64,103
cesium-alpha-sdk,103
opengit-linux-arm64,103
@kenkaiii/n8n-nodes-supercode,102
@crypto-frontmatter/eip155-1-erc20,102
@cyberstrike-io/cyberstrike-linux-x64-musl,102
shuvcode-windows-x64,102
shuvcode-linux-x64-musl,102
@milaboratories/tengo-tester,102
@eternaltwin/dinorpg_animations,102
sssrpbp,101
react-native-alpha-scroll-flat-list-haptic,101
@shadanai/openme,101
@silicogenai/silicogen-cli-windows-x64,101
xp.network,101
@cyberstrike-io/cyberstrike-linux-x64-baseline,101
react-able-player,101
@internxt/rn-crypto,101
@jchinkle/react-arborist,101
node-geogebra,101
solid-iconify,100
react-native-native-toast-library123,100
@runanywhere/llamacpp,100
opengit-windows-x64-baseline,100
cordova-plugin-jitsi-meet,100
quadsystems-data-test,100
hubble-react-native,100
@glomex/glomex-dialog,99
@gnolang/gnonative,99
react-native-arabic-numbers,99
weblab15apr-cli-oreo,99
moorhen,99
hypha-core,98
my-app-firebase-plugin,98
@cwrc/leafwriter,98
generator-dgp-web-aspnetcore,98
@microblink/platform-sdk,98
zodtyping,98
summer-mvc,98
@herdwatch/sentry-cordova,98
@molybden-apps/molybden-darwin-x64-debug,97
rer3d-map,97
io.magicave.solid-unity,97
longport-linux-x64-gnu,97
inertialrush-game-test,97
t1-spatialite,97
secure-file-sharing-office-addin,96
geojson-cn,96
@offline-protocol/mesh-sdk,96
bun-webkit-linux-amd64-lto,96
amazon-sumerian-hosts-polly-optimized,96
bun-webkit-linux-arm64-lto,96
@three-em/node,96
@acentera/node,96
cloudify-ui-components,96
@cromwell/admin-panel,95
kd-zf-cli,95
react-native-android-toast,95
react-viro-sw,95
retypeapp-win-x64,95
@wiggumdev/ralph-windows-x64-baseline,95
opengit-linux-x64,95
react-native-stockfish-chess-engine,94
meva-app-plugin-firebase,94
@unomed/react-native-matrix-sdk,94
node-java-fhir-validator,94
react-offline-map-2,94
bun-webkit-linux-arm64,94
bun-webkit-macos-arm64-lto,94
zipy_sdk_abhiram_testing,93
@fugood/react-native-skia,93
@coinbase/waas-sdk-react-native,93
rn-initapp-typescript-template,93
react-native-template-minimal-ts-lint-husky,93
ishtms-editor,93
@rayova/cdk-serverless-nextjs,93
embedpdf-snippet-i18n,93
shuvcode-windows-x64-baseline,93
shuvcode-linux-arm64-musl,93
opengit-windows-x64,93
portablegit,92
react-native-outline-scanner,92
ozybase,92
zoomla,92
@adunne09/waldo-linux-x64,92
@arifodev/react-viro,91
dms-control-package,91
react-native-module-calender,91
@lightprotocol/cli,91
@go-len/go-len-runtime-linux,91
testing_npm_project_1,91
background-removal-node-pjh,91
zoomv8,91
justlovesmile-img,91
com.phloxui,91
doitblog,91
@eugustavo/progen,90
dynatrace-cordova-plugin,90
@op-engineering/react-native-prisma,89
grnsight,89
xingchen-cdn,89
fingerprint-me-not,89
@datagrok/chem,89
large-nft,89
@claudeye/linux-x64,89
expo-androidwebviewdetector,88
cacatoo,88
STEPNode,88
@bubolabs/wallet-rn-sdk,88
retypeapp-darwin-x64,88
childtwo,87
xingshu-coder,87
@idosal/agentcraft,87
rn-offline-tts,87
brilliantsole,87
shuvcode-linux-arm64,87
@processandtools/rp-article-designer,87
youbox,87
@next/rs,86
schematic-nest-server-gamechanger,86
react-native-template-capichi,86
@go-len/go-len-runtime-windows,86
cumnulla,86
@nodefony/monitoring-bundle,86
@0xb/icbc-helper,86
termeet-cli-darwin-x64,86
@lobehub/fluent-emoji-modern,86
cytoscape-cx2js,86
@kaoto/kaoto-ui,86
termeet-cli-darwin-arm64,86
amcharts5-geodata,85
tree-sitter-systemverilog,85
sdn-emception,85
@monax/blackstone,85
tfjs-cifar10-web,85
bn-design,85
@skybloxsystems/ticket-bot,85
earthsdk3-assets,85
@grigorov-it/mazer,85
@around25/react-native-swipe-pager,84
dotcms-cli-demo,84
luxstaynpm1,84
@jangy/simplic,84
@moveindustries/movement-cli,84
@qverisai/qverisbot,84
runing-monitor,84
@lobehub/fluent-emoji-anim-2,84
generator-titpl,84
jp.supertask.shaderlibcore,84
websnark,83
papersgpt-for-zotero,83
megaten,83
@rxdrag/website-studio,83
@coffree/cli-linux-x64,83
barryimg,83
@molybden-apps/molybden-win-x64-debug,82
cordova-plugin-mfp-encrypt-utils,82
@mapgis/mobile-react-native,82
@fugood/node-whisper-linux-arm64-cuda,82
affine-reader,82
amazon-sumerian-hosts,82
@mlx-node/core-darwin-arm64,82
youshan-admin,82
com.beanbag.firebase.app,81
firebase-ios-sdk,81
react-native-template-nrt,81
forestal-prod,81
@dev-engage/jumpstart-template,81
postalcodes-india,81
@souhaildev/reactemojis,80
react-native-air-component,80
react-native-crispyshot,80
scenegis-vue,80
applyby-clients,80
xlb-main-login,80
@sencha/cmd-windows,80
ironclaw,80
@jasonczc/haqi-linux-x64,80
nectarjs_external,79
@beeai/cli,79
fapro-free,79
sd-material-ui,79
termeet-cli-windows-x64,79
cordova-plugin-ffmpeg,79
uwebsockets,79
termeet-cli-linux-arm64,79
@srdcloud/codefree-windows-x64,79
@3kmfi6hp/nodejs-proxy,79
gamernotitle-oss,79
dnm-node-cep-ffmpeg-installer,78
contactuseditor,78
@srdcloud/codefree-windows-x64-baseline,78
@oceanbase-odc/ob-parser-js,78
@react-native-bedrock/devtools-frontend-next,78
@esri/hub-components,78
@openhistoricalmap/map-styles,78
monocdk,77
react-native-openalpr2,77
node-yt-dl-cli,77
cordova-plugin-gaode,77
@srdcloud/codefree-linux-x64-baseline,77
osloweb3game,77
@adunne09/waldo-linux-arm64,77
retypeapp-win-x86,77
@deep-foundation/deepcase-app,76
skeleton-loading-test,76
@idnow/react-autoident,76
former2,76
@srdcloud/codefree-linux-x64,76
@srdcloud/codefree-linux-x64-musl,76
drizzle-gen,75
ffprobe-static-arm64,75
@pyodide/pyodide,75
gamedev,75
@honglingjin1994/data-show,75
doloribusquam,75
activator-oce-exporter,75
@zzp123/hapi-win32-x64,75
@fathym/public-web,75
c-tools-js,75
vibecanvas-windows-x64-baseline,75
@map3xyz/telemetry,75
hardhat-slither,74
@fusion-ui/baseweb,74
verde-app-darwin-x64,74
webtask-preprocess-pylib1,74
commoncomponent,74
stdx-mac,74
moonbeam-tools,74
auth0-vuex,74
lx-blog,74
@tokamak-network/thanos-contracts,74
@raxbkdn/admin-systeem,74
@cyberstrike-io/cyberstrike-windows-x64-baseline,74
@srdcloud/codefree-linux-x64-baseline-musl,74
llqplayer,74
zcmumi,74
@zzp123/hapi-linux-x64,74
ember-cli-react,74
termeet-cli-windows-arm64,74
@mantleio/contracts-bedrock,74
react-native-sip2,74
react-native-gomobile-ipfs,73
pakkk-instagram-api,73
@fermyon/styleguide,73
stdx-linux,73
genshin-data,73
control-freak,73
react-apple-color-emoji,73
@good-i-deer/node-red-contrib-object-detection,73
@knotel/transportation,73
electroluxasset,73
test-r3f-project,73
dotnet-sdk-3.0-win-x64,72
@andatoshiki/toshiki-cdn,72
@4based/moment-editor,72
react-native-rasa,72
react-native-mika,72
promise-cache-decorator,72
@cyberstrike-io/cyberstrike-linux-arm64,72
@baidumap/mapv-three,72
klawcomponents,72
vibecanvas-windows-x64,72
@paalan/tailwind-ui,71
@electron-fonts/noto-serif-hk,71
@lifter/lifter-app,71
stdx-win,71
ikform,71
tryreason,71
@sanduc/ocr-models,71
yyz1,71
@adunne09/waldo-windows-x64,71
pux-react,71
@cyberstrike-io/cyberstrike-linux-arm64-musl,71
epochcli-ai-linux-x64-musl,71
@prisma/react-native,71
vibecanvas-linux-x64-baseline,71
fleetops-os-update,71
@bentley/imodel-selector,70
whats-clon,70
darchainprotocol,70
rn_phylloconnect,70
joyjet-react-native-template,70
@cyberstrike-io/cyberstrike-windows-x64,70
@silicogenai/silicogen-cli-linux-x64,70
@team-monolith/scratch-gui,70
@zk-email/sdk,70
@adunne09/waldo-darwin-x64,70
srste,69
axion-planetary-mcp,69
stream-chat-template-react-native,69
@for-humans-lab/log-scope-linux-app,69
react-native-nitro-tor,69
@bgoonz11/repoutils,69
@based/uws,69
asposepdfnodejs,69
atmosx-nwws-parser,69
@command-center/command-center-win-x64,69
retypeapp-linux-arm64,69
@progress/sitefinity-adminapp-sdk,69
rms-sparklines-temp,69
@kronus/test,69
@pubm/windows-arm64,69
mokam,68
@musashishao/agent-kit,68
react-native-coachmarks,68
react-native-floating-hearts,68
@type_of/contract-gui,68
@lighthouseapps/makeup,68
oda-framework,68
@yglabs/mcp-http2stdio-internal,68
shuwang-pro-layout,68
@mdclone/core,68
react-native-zano,68
@pubm/windows-x64,68
id-card-model-testing,67
ggez-js,67
@apache-royale/royale-js,67
rn-dogo-deepar-ivs,67
@entrylabs/entry,67
@ciic/el-ui,67
@command-center/command-center-linux-x64,67
@mindbox/frontend,67
inferra-llama,66
xod-cli,66
@adobe/spectrum-tokens-deprecated,66
veritatisquam,66
epochcli-ai-linux-arm64,66
@pubm/windows-x64-baseline,66
@karlmarxlopez/expo-ts-and-jest,65
vassonic-webview,65
coc-powershell,65
ironcode-linux-x64-modern,65
background-removal-pjh,65
hl7.fhir.r4.examples,65
epochcli-ai-linux-x64-baseline,65
@randomlabs/slate-linux-x64-baseline-musl,65
webtask-preprocess-pylib2,65
livekit-react-native,64
samba-uploader,64
@wangyaoshen/remux,64
whisper-addon,64
react-native-easy-downloader,64
webbuilder-ide-packages,64
ccxt-rest,64
automagik-forge,64
daimazun,63
@youssefhenna/expo-mapbox-navigation,63
react-native-android-ffmpeg-wrapper,63
@neon-exchange/api-client-typescript,63
@openhps/solid,63
@srdcloud/codefree-linux-arm64,63
rn-leanback,63
@srdcloud/codefree-linux-arm64-musl,63
@skyispainted/hapi-linux-arm64,63
@mugzie/ai-council-linux-arm64,63
packphoto,63
fn-ai-windows-x64-baseline,63
@cajacko/template,62
@solana-mobile/solana-mobile-dapp-scaffold,62
eth-hbwallet,62
discord-bot-cdk-construct,62
@silicogenai/silicogen-cli-linux-arm64,62
@dagangan/uikit,62
@versesdev/hsml-viewer,62
fog-controller,62
senapt-assured,62
drizzy-agent-windows-x64,62
@ogdev/opencode-crew-linux-x64,62
@srdcloud/codefree-darwin-x64-baseline,62
@srdcloud/codefree-darwin-x64,62
@hyperlight-dev/hyperagent,61
chart-parsers,61
@intersystems/intersystems-iris-native,61
react-native-third-party-keyboard,61
@go-len/go-len-runtime-macos,61
jdk11,61
zyl-cli-easy,61
reactnativecountryfetch,61
react-native-baidu-tts,61
lenz_rn_demo,61
cwpm,61
@aicademy/ailo-agent,61
@command-center/command-center-macos-arm64,61
@tony370/lib-whatsapp-receiver,60
dtl_runpda,60
idle-coder,60
@cc_server/api,60
crossplatformapp,60
@freetiler/watercolor,60
node-printer-all,60
openclaw-aimlapi,60
@wenchengj/openclaw,60
@thezzisu/rolldown,60
@srdcloud/codefree-windows-arm64,60
ipsamqui,60
infinitymint-bt,60
@initia/builder.js,60
react-native-c8osdk,60
ashu-new-workflow,60
aid-desktop,60
hary-bot,60
@cloudideaas/hydrainstall,59
cxt-silex,59
@ridi/react-webviewer,59
@kastlesystems/react-native-kastlesdk,59
awesom,59
uniapp-native-ios-part1,59
cordova.plugin.zoom,59
@mcpengine/win32-x64,59
omni-web-packages,59
drawio-export-puppeteer,59
opencode-collab-darwin-arm64,59
@nsalerni/ncode-linux-x64,59
ryugraph,58
@isdk/llama-node-linux-x64-cuda-ext,58
playscape-windows-x64,58
rnn_notification,58
@bigtimebuddy-dev/install-stress-test,58
@dragon-den/install-jdk-17,58
opencode-collab-windows-x64,58
ky2,58
@michanto/cdk-orchestration,58
@command-center/command-center-linux-arm64,58
@melonproject/smart-contracts,58
@gzued/antd-compiled,58
@jonbrennecke/react-native-media,58
jsnotebook2,58
inconz,58
@aivsw/icon,58
web-twain-plus,58
@palettegear/boost,58
@isdk/llama-node-linux-x64-cuda,58
codeblog-app-windows-x64,58
vscode-plugin,58
@nodeflow-network/bin-linux-x64,57
@nexved/backend-framework,57
@rafong/egg-template,57
webcut,57
node-source-han-sans-hc,57
@romiluz/clawmongo,57
cordova-plugin-openalpr,57
we0-pkg,57
react-elements-platform,57
kaspa-wasm32-sdk-web,57
vbb-trips,57
@microsoft/inshellisense-darwin-arm64,57
@mugzie/ai-council-darwin-x64,57
builder-webpack-amber,57
@thecorporation/server-linux-x64-gnu,57
@nwjs-binaries/win-x64,56
fortnite-replay-analysis,56
certificate-generator,56
hcb-ui-package,56
native-sample-app,56
@gitspace/linux-arm64,56
shendongjun-live2dapi,56
@ebowwa/coder,56
aboocode-windows-x64-baseline,56
swf-visualizer,56
grace-code-windows-x64,56
grace-code-linux-x64,56
node-addon-aclas,56
@xdam/ember-partials,56
spicedb-embedded-linux-arm64,56
react-native-apple-login,56
hdr-viewer,56
@claudeye/linux-arm64,56
cra-template-bobonext.js,55
@nodeflow-network/bin-darwin-arm64,55
@agentxjs/portagent,55
react-native-brightness,55
@dodona/dolos-parsers,55
react-native-template-life,55
onboarding_danymilan,55
@yowasp/nextpnr-ice40,55
@duranmoodley/expo-av-custom-video,55
trimble-maps-cpik-react-native-library,55
project-yc.tao,55
react-icons-select,55
japan-address-search,55
deepclause-agentvm,55
epochcli-ai-windows-x64,55
epochcli-ai-windows-arm64,55
ketchup-lite,55
zego-express-engine-electron-test,55
quiiusto,55
@plait-lab/reviz,54
@sentre/codingcamp,54
dotnet-sdk-2.2-osx-x64,54
fcloud,54
puppeteer-search-tools,54
hh-tpl-electron-vue3-vite,54
playscape-linux-arm64,54
dotnet-sdk-2.2-linux-arm,54
nomiiiansari174-react-native-toastandroid,54
tbe-chrome-devtools-frontend,54
@strawbees/learning-ui,54
@ex-machina/opencode-linux-x64,54
@randomlabs/slate-linux-x64-musl,54
@pierre-lucas40/test-react-viro,53
@3dbionotes/pdbe-molstar,53
@go-len-edge/go-len-runtime-macos,53
ffprobe-binaries,53
pakkk-twitter-rest-api,53
edmond-wallet-connector,53
custom-app,53
ffprobe-static-electron,53
iobroker.enocean,53
db-json-cli,53
moe-live2dapi,53
react-native-facesdk,53
@yoke233/codex-acp-linux-x64,53
agent-swarm-cli-linux-arm64,53
@nativescript/visionos,53
@ghoran/font-page,53
ysb-sauce-tunnel,53
@mugzie/ai-council-linux-x64,53
drizzy-agent-windows-x64-baseline,53
@involvex/super-agent-cli,53
@nodeflow-network/bin-win32-x64,52
askretro,52
expo_img_picker,52
@gocodingnow/rn-tamagui-boilerplate,52
rn-modal-picker-awesome,52
@go-len-edge/go-len-runtime-linux,52
code0,52
react-native-template-typescript-iplug,52
@monolex/codexmono,52
icp-bundle,52
akilar-live2dapi,52
playscape-darwin-arm64,52
datawoojano,52
p6-cdk-s3-protector,52
ironcode-darwin-arm64,52
zego-express-engine-electron-whiteboard,52
@renxqoo/renx-code-win32-x64,52
@claudeye/win32-x64,52
@nsalerni/ncode-windows-x64,52
fontsource-noto-serif-sc,52
@mantrachain/sdk,52
@nsalerni/ncode-linux-arm64,52
@yowasp/nextpnr-himbaechel-gowin,52
@nwjs-binaries/linux-x64,51
react-native-chat-component-simplify360assignment,51
ffmpeg-ffprobe-yt-dlp-static-electron,51
react-native-single-choice,51
dotnet-sdk-3.0-osx-x64,51
pakkk-headerandqueries,51
react-native-video-manager,51
rntnbtrialroom,51
@signalk/tracks,51
fnaf1-linux,51
@yoke233/codex-acp-linux-arm64,51
@ex-machina/opencode-linux-x64-baseline,51
defcode-linux-arm64-musl,51
spicedb-embedded-linux-x64,51
@microsoft/inshellisense-linux-x64,51
@randomlabs/slate-linux-x64,51
element-ai-vue,51
react-native-email-chip,50
dotnet-sdk-2.1-linux-x64,50
react-native-vcrx-poseidon-lib,50
yl-file-pipe14,50
tocotrienol,50
scenerystack,50
@yowasp/nextpnr-machxo2,50
@kapstr/strapi,50
defcode-linux-x64-musl,50
opencv4nodejs-m1,50
@devexpress/sauce-tunnel,50
@xiejiayu/live2d_api,50
evalapp,50
skjema.no-demo,50
@restcloud-npm/rc-lowcode-component,50
create-poa-crowdsale,50
teamco,49
react-native-roi-toast,49
react-native-slide-down-panel,49
@kiwicom/translations,49
@ai-nd-co/codex,49
powerdlz23,49
intu-dev,49
raypaynpmpkg,49
rn-clean-architect-template,49
grn-cli,49
dicomweb-pacs,49
one_two_check,49
jp.rakai.vrenvsdk,49
@sencha/cmd-macos,49
dina-agi,49
ironcode-linux-x64-baseline-musl,49
opencode-collab-linux-x64,49
react-native-cloud-store-revised,49
@ofeiss/hapi-win32-x64,49
@ex-machina/opencode-linux-x64-musl,49
aframe-aterrain-component,49
@freetiler/nasa-bluemarble-labeled,49
@ofeiss/hapi-linux-x64,49
epochcli-ai-linux-arm64-musl,49
next-hocb-2026,49
homebridge-hoobs-shelly,49
sanxiaoxing_image,49
opencode-collab-darwin-x64,49
@dragon-den/install-elasticsearch-2,49
@mv-template/telkom,49
@command-center/command-center-macos-x64,49
fn-ai-windows-x64,49
@worktif/runtime,49
@slynch-a11y/gatsby-theme-a11y-blog,48
@react-native-school/react-native-typescript-template,48
playscape-linux-x64,48
@ankhaa/able_ui,48
castelog,48
lamprunner,48
promise-etcd,48
@owenclaw/codegenie-darwin-arm64,48
defcode-linux-arm64,48
@ex-machina/opencode-linux-x64-baseline-musl,48
@yglabs/fabric-dataagent,48
merge-polygons,48
@cdoing/cdoing-tui-linux-x64,48
pixicode,47
bbop-manager-golr,47
@walkthru-earth/react-native-duckdb,47
dotnet-sdk-2.1-win-x64,47
bin2npm,47
satop,47
ironcode-linux-x64-baseline,47
bot_genshin,47
@arctic-cli/arctic-windows-x64,47
@innovayse/geo-atlas,47
@arctic-cli/arctic-linux-x64,47
v-art-x,47
opencode-collab-linux-arm64,47
@vf-alchemy/vattenfall-design-system,47
@skyispainted/hapi-win32-x64,47
boost.cxx,47
@pcd/proto-pod-gpc-artifacts,47
appengine-python-sdk,47
@ww-ai-lab/openclaw,47
@yoke233/codex-acp-darwin-x64,47
@dragon-den/install-elasticsearch-4,47
@jonit-dev/capacitor-plugin-facebook-analytics,47
@hieuhuynh.dev/mikro-orm,47
ip-location-db,47
@argycloud/argy-linux-arm64,47
rn-fab,46
cc-track,46
react-native-hkit,46
@valhallajs/valhallajs,46
pakkk-exceptions,46
nanocode-linux-x64,46
ironcode-windows-x64-modern,46
consortium,46
playscape-darwin-x64,46
ep_kotocoop_image_upload,46
@gooddollar/v8-android-jit-nointl,46
lemonadekit,46
defcode-windows-x64-baseline,46
@bitbloq/borndate,46
humancode-linux-arm64,46
react-native-face-detector,46
lambor33,46
@zureltd/az-infra-harness,46
@uipath/servo,46
yt-grabber,46
noto-sans-cjk-sc,46
@redflow/cli-bin-windows,46
humancode-darwin-x64,46
@boltsource/react-viro,45
@agntcy/slim-bindings,45
thunder-node-sdk-lite-m,45
dotnet-sdk-3.0-win-ia32,45
paradsonic-webview,45
react-native-kyc-verification,45
pixkua-erp,45
@amihhs/quickly-dev-exe,45
react-native-document-reader-core-full-beta,45
demucs,45
@devforth/adminjs,45
@libingwen2022/cli,45
@ooeo/fast-geoip,45
puppeteer-ci-driver,45
witnet-solidity-bridge,45
@skyispainted/hapi-linux-x64,45
which-lang,45
@argycloud/argy-windows-x64-baseline,45
quran-cloud,45
@bitmain/components-tree,45
@cotctl/cli-linux-x64,45
@argycloud/argy-linux-x64,45
dinorpg_animations,45
phaser3_gui_inspector,45
patchy-cli-windows-x64,45
react-native-hooks-persist,44
gyqguo-sakura,44
@antcube/capnp,44
@assembless/react-native-material-you,44
lukeshan-nab-x-native-foundation,44
bi4,44
playscape-darwin-x64-baseline,44
@slippilab/viewer,44
smart-table-community,44
@jlovec/zhushen-win32-x64,44
antv-form-design,44
rep_concepts,44
quiaarchitecto,44
@randomlabs/slate-linux-x64-baseline,44
paddleocr-js,44
@memba-labs/design-system,43
@sentre/launchpad,43
react-native-typing-indicator,43
@go-len-edge/go-len-runtime-windows,43
glooit,43
playscape-linux-x64-baseline,43
@madbean/geolocations,43
@ktree/react-native-animated-splash,43
raise-common-lib-new,43
cordova-admobsdk,43
spicedb-embedded-win32-x64,43
pllan,43
gecko2d,43
manual-markdown,43
voluptatesiusto,43
uniapp-native-ios-part2,43
nvestproduct,43
weblive2d,43
phantom-react,43
cap-creatives-ui,43
mypackage-webbuilder,43
res-react-intl,43
@zf-web-font/sourcehansanscn,43
emacsadventures,43
mac-hbuilderx-plugin-jre,43
ephe,43
@ex-machina/opencode-darwin-arm64,43
defcode-darwin-x64-baseline,43
@kickstartds/ds-agency-premium,43
@growth99_plus/ngx-mat-tel-input,42
supreium-headless-gl,42
react-native-native-check,42
@nwjs-binaries/osx-x64,42
@dragon-den/djdk,42
react-native-bottom-modal-scrollable,42
pakkk-petstore-heroku,42
openclaw-cortex,42
@react-native-school/react-native-template,42
@bbn/bbn-cp,42
humancode-linux-x64-musl,42
@lenml/tokenizer-gemma2,42
claudeship,42
@xcanwin/open-claude-code,42
@alan-ai/alan-sdk-react-native,42
@react-native-oh-tpl/op-sqlite,42
@arctic-cli/arctic-darwin-arm64,42
@dragon-den/install-elasticsearch-1,42
@beaverfy/expo-fitbit,42
react-native-radaeepdf,42
world-postalcodes,41
cline-offline,41
react-native-thinknet-maps,41
stream-chat-react-native-template,41
rn-echarts-map,41
@overlayed/electron,41
embin-linux,41
nanocode-windows-x64,41
jsx-awesome,41
react-native-tele,41
nanocode-darwin-arm64,41
react-native-deepar-livestream,41
@innotrade/enapso-graphdb-cli,41
hbuilderx-plugin-uts-development-android,41
defcode-windows-x64,41
cordova.plugin.zoom-auto-audio-and-video,41
react-native-iris-sdk,41
metacom-space-build,41
@docsagent/docsagent,41
@yoke233/codex-acp-darwin-arm64,41
pokemon-173112,41
eostoken,41
@yoke233/codex-acp-win32-x64,41
justlovesmile-photo,41
heimdall-lite,41
humancode-darwin-x64-baseline,41
similar-persian-words,40
mysql-server-8-win-x64,40
react-native-beautiful-video-recorder,40
com.github.asus4.onnxruntime-genai,40
@beanstalk/wells,40
react-native-inputt,40
dotnet-sdk-2.1-osx-x64,40
nw_downloader_bps,40
ffmpeg-static-electron-jdp,40
runebase-prediction-server,40
luksdk-web,40
@tts_openapi_devmcp/tts-openapi-dev-mcp,40
mussued-live2d-api,40
uniapp-native-ios-test-update-part1,40
nodebb-plugin-import-smf,40
fbp-ap,40
humancode-linux-x64-baseline-musl,40
humancode-linux-arm64-musl,40
@jlovec/zhushen-linux-x64,40
qqcibuild,40
2acoin-cryptonote-util,40
bincode-dev-darwin-arm64,40
idesse,40
@randomlabs/slate-windows-x64,40
@anonymous-dev/0x0-linux-x64-baseline-musl,40
@cdoing/cdoing-tui-windows-x64,40
@argycloud/argy-windows-x64,40
objectum-firewall,40
@codemieai/codemie-opencode-darwin-x64-baseline,40
defcode-darwin-x64,40
kushk-thawani-react-native-sdk,39
apic-apiconnect,39
chealth,39
cosynode,39
@senswap/launchpad,39
@cbarroso/react-native-recaptcha,39
vuongvt-br,39
