package,version,fan_in_global,fan_out_global,jt_in_degree,jt_out_degree,jt_instability,global_instability,jt_dependency_score,msr_ecosystem_risk_score
tree-sitter-objectscript,1.8.3,0,7,0,0,1.0000,1.0000,8,0.00
betterncm-packed-plugins,1.0.118,0,0,0,0,0.0000,0.0000,0,0.00
@factory/cli-win32-arm64,0.129.0,0,0,0,0,0.0000,0.0000,0,0.00
@machina.ai/cell-code-windows-x64,1.14.28-rc7,0,0,0,0,0.0000,0.0000,0,0.00
@ip-location-db/dbip-city,2.3.2025010119,0,0,0,0,0.0000,0.0000,0,0.00
@cubic-dev-ai/cli-windows-x64,1.6.0,0,0,0,0,0.0000,0.0000,0,0.00
acp-extension-codex-linux-x64,0.14.6,0,0,0,0,0.0000,0.0000,0,0.00
@lavilas/codex-darwin-x64,1.3.68,0,0,0,0,0.0000,0.0000,0,0.00
@sylphai/adal-cli-darwin-x64,1.1.4,0,0,0,0,0.0000,0.0000,0,0.00
@synsci/cli2-linux-arm64,1.0.9,0,0,0,0,0.0000,0.0000,0,0.00
@lavilas/codex-win32-arm64,1.3.68,0,0,0,0,0.0000,0.0000,0,0.00
@campxdev/pdfme,3.2.6,0,43,0,0,1.0000,1.0000,43,0.00
@strvmarv/total-recall,1.2.2,0,1,0,0,1.0000,1.0000,1,0.00
@machina.ai/cell-code-windows-arm64,1.14.28-rc7,0,0,0,0,0.0000,0.0000,0,0.00
kifaru-linux-x64-baseline-musl,1.0.112,0,0,0,0,0.0000,0.0000,0,0.00
kifaru-windows-x64,1.0.112,0,0,0,0,0.0000,0.0000,0,0.00
@machina.ai/cell-code-linux-x64-musl,1.14.28-rc7,0,0,0,0,0.0000,0.0000,0,0.00
@synsci/cli2-windows-x64-baseline,1.0.9,0,0,0,0,0.0000,0.0000,0,0.00
@machina.ai/cell-code-linux-arm64,1.14.28-rc7,0,0,0,0,0.0000,0.0000,0,0.00
@lavilas/codex-linux-arm64,1.3.68,0,0,0,0,0.0000,0.0000,0,0.00
@machina.ai/cell-code-darwin-arm64,1.14.28-rc7,0,0,0,0,0.0000,0.0000,0,0.00
kifaru-linux-arm64-musl,1.0.112,0,0,0,0,0.0000,0.0000,0,0.00
@toothfairyai/tfcode-darwin-arm64,1.0.44,0,0,0,0,0.0000,0.0000,0,0.00
openwork-orchestrator-windows-x64,0.13.10,0,0,0,0,0.0000,0.0000,0,0.00
kifaru-linux-arm64,1.0.112,0,0,0,0,0.0000,0.0000,0,0.00
@synsci/cli2-windows-x64,1.0.9,0,0,0,0,0.0000,0.0000,0,0.00
jamkit,0.99.20,0,39,0,0,1.0000,1.0000,39,0.00
numasec-linux-x64-baseline,1.2.1,0,0,0,0,0.0000,0.0000,0,0.00
@cdktn/provider-kubernetes,15.0.0,0,18,0,0,1.0000,1.0000,18,0.00
@lavilas/codex-darwin-arm64,1.3.68,0,0,0,0,0.0000,0.0000,0,0.00
killstata-windows-x64,0.1.21,0,0,0,0,0.0000,0.0000,0,0.00
@machina.ai/cell-code-linux-x64,1.14.28-rc7,0,0,0,0,0.0000,0.0000,0,0.00
kifaru-darwin-x64,1.0.112,0,0,0,0,0.0000,0.0000,0,0.00
numasec-darwin-x64,1.2.1,0,0,0,0,0.0000,0.0000,0,0.00
@machina.ai/cell-code-linux-x64-baseline-musl,1.14.28-rc7,0,0,0,0,0.0000,0.0000,0,0.00
@codemod.com/cli-linux-arm64-gnu,1.10.5,0,0,0,0,0.0000,0.0000,0,0.00
form-imagining,0.0.91-4-beta14,0,29,0,0,1.0000,1.0000,29,0.00
@machina.ai/cell-code-linux-x64-baseline,1.14.28-rc7,0,0,0,0,0.0000,0.0000,0,0.00
live2dapi-noa,1.0.8,0,0,0,0,0.0000,0.0000,0,0.00
turtlecode-backend-linux-arm64-musl,0.3.22,0,0,0,0,0.0000,0.0000,0,0.00
@cdktn/provider-azurerm,16.1.0,0,18,0,0,1.0000,1.0000,18,0.00
@webalexx/projen-multi-cloud-project,0.0.9,0,26,0,0,1.0000,1.0000,26,0.00
node-linux-s390x,22.22.3,0,0,0,0,0.0000,0.0000,0,0.00
@circuitorg/agent-cli,2.16.1,0,0,0,0,0.0000,0.0000,0,0.00
@iubns/openclaw,2026.4.1,0,69,0,0,1.0000,1.0000,69,0.00
ruchy-syntax-tools,1.4.1,0,6,0,0,1.0000,1.0000,6,0.00
numasec-linux-x64-baseline-musl,1.2.1,0,0,0,0,0.0000,0.0000,0,0.00
@sylphai/adal-cli-linux-arm64,1.1.4,0,0,0,0,0.0000,0.0000,0,0.00
@machina.ai/cell-code-darwin-x64-baseline,1.14.28-rc7,0,0,0,0,0.0000,0.0000,0,0.00
@codemieai/codemie-opencode-windows-x64-baseline,0.0.47,0,0,0,0,0.0000,0.0000,0,0.00
irises-linux-arm64,1.0.29,0,0,0,0,0.0000,0.0000,0,0.00
turnilo,1.41.0,0,122,0,0,1.0000,1.0000,122,0.00
zeeve-cli-corda-enterprise-plugin,1.0.4-beta.78,0,30,0,0,1.0000,1.0000,30,0.00
@codemieai/codemie-opencode-windows-x64,0.0.47,0,0,0,0,0.0000,0.0000,0,0.00
consortium-code-darwin-arm64,0.2.0-canary.20260417210700,0,0,0,0,0.0000,0.0000,0,0.00
@toothfairyai/tfcode-linux-x64-baseline,1.0.44,0,0,0,0,0.0000,0.0000,0,0.00
@scratch/scratch-gui-standalone,13.7.1,0,113,0,1,1.0000,1.0000,113,0.00
nipurn-xprompt-new-linux-x64-baseline,0.0.2,0,0,0,0,0.0000,0.0000,0,0.00
@cubic-dev-ai/cli-windows-x64-baseline,1.6.0,0,0,0,0,0.0000,0.0000,0,0.00
@synsci/cli2-darwin-arm64,1.0.9,0,0,0,0,0.0000,0.0000,0,0.00
@zigc/linux-x64,0.16.0,0,0,0,0,0.0000,0.0000,0,0.00
@mcpmesh/cli-darwin-arm64,2.1.0,0,0,0,0,0.0000,0.0000,0,0.00
numasec-darwin-x64-baseline,1.2.1,0,0,0,0,0.0000,0.0000,0,0.00
nipurn-xprompt-new-linux-x64-musl,0.0.2,0,0,0,0,0.0000,0.0000,0,0.00
@synsci/cli2-darwin-x64-baseline,1.0.9,0,0,0,0,0.0000,0.0000,0,0.00
@wachi-cli/win32-x64,0.3.22,0,0,0,0,0.0000,0.0000,0,0.00
@synsci/cli2-linux-arm64-musl,1.0.9,0,0,0,0,0.0000,0.0000,0,0.00
@mcpmesh/cli-darwin-x64,2.1.0,0,0,0,0,0.0000,0.0000,0,0.00
@toothfairyai/tfcode-windows-arm64,1.0.44,0,0,0,0,0.0000,0.0000,0,0.00
@menloresearch/uranus-element,0.0.5,0,0,0,0,0.0000,0.0000,0,0.00
@zenku/cli-linux-arm64,0.1.75,0,0,0,0,0.0000,0.0000,0,0.00
nipurn-xprompt-new-linux-x64-baseline-musl,0.0.1,0,0,0,0,0.0000,0.0000,0,0.00
depository-deploy-linux,1.11.5,0,0,0,0,0.0000,0.0000,0,0.00
numasec-linux-arm64,1.2.1,0,0,0,0,0.0000,0.0000,0,0.00
@nativescript/canvas,2.0.32,2,0,0,0,0.0000,0.0000,0,0.00
droplocation-cypress-binaries-win32,12.8.1,0,0,0,0,0.0000,0.0000,0,0.00
irises-darwin-x64,1.0.29,0,0,0,0,0.0000,0.0000,0,0.00
chinese-poetry,2.0.1,1,0,0,0,0.0000,0.0000,0,0.00
@bentley/imodeljs-darwin-arm64,5.10.21,0,0,0,0,0.0000,0.0000,0,0.00
@synsci/cli2-darwin-x64,1.0.9,0,0,0,0,0.0000,0.0000,0,0.00
@luxamm/ethers-rs-mobile,0.0.8,0,0,0,0,0.0000,0.0000,0,0.00
@traces-sh/traces-linux-arm64,0.5.8,0,0,0,0,0.0000,0.0000,0,0.00
@mcpmesh/cli-linux-arm64,2.1.0,0,0,0,0,0.0000,0.0000,0,0.00
@machina.ai/cell-code-darwin-x64,1.14.28-rc7,0,0,0,0,0.0000,0.0000,0,0.00
@adens/openwa,1.2.1,0,32,0,1,1.0000,1.0000,35,0.00
@bunny.net/cli-windows-x64,0.4.2,0,0,0,0,0.0000,0.0000,0,0.00
@esy-nightly/esy,0.9.2,0,0,0,0,0.0000,0.0000,0,0.00
hispasat-ui,0.0.778,0,1,0,0,1.0000,1.0000,1,0.00
@toothfairyai/tfcode-darwin-x64,1.0.44,0,0,0,0,0.0000,0.0000,0,0.00
@cyclonedx/cdxgen-plugins-bin-linux-arm64,1.8.0,0,0,0,0,0.0000,0.0000,0,0.00
irises-windows-x64,1.0.29,0,0,0,0,0.0000,0.0000,0,0.00
@machina.ai/cell-code-windows-x64-baseline,1.14.28-rc7,0,0,0,0,0.0000,0.0000,0,0.00
numasec-darwin-arm64,1.2.1,0,0,0,0,0.0000,0.0000,0,0.00
nipurn-xprompt-new-linux-arm64,0.0.2,0,0,0,0,0.0000,0.0000,0,0.00
rocketbatch,1.0.78,0,2,0,0,1.0000,1.0000,2,0.00
unicode-6.3.0,0.7.5,21,0,0,0,0.0000,0.0000,0,0.00
consortium-code-darwin-x64,0.2.0-canary.20260417210700,0,0,0,0,0.0000,0.0000,0,0.00
nipurn-xprompt-new-darwin-x64-baseline,0.0.1,0,0,0,0,0.0000,0.0000,0,0.00
consortium-code-linux-arm64,0.2.0-canary.20260417210700,0,0,0,0,0.0000,0.0000,0,0.00
react-native-app-state-aware-focus-effect,0.1.1,0,24,0,0,1.0000,1.0000,24,0.00
@embedder/embedder-linux-arm64,0.3.110,0,0,0,0,0.0000,0.0000,0,0.00
@opentrace/opentrace,0.4.0,0,52,0,0,1.0000,1.0000,52,0.00
unicode-11.0.0,0.7.8,9,0,0,0,0.0000,0.0000,0,0.00
omniboard,2.16.1,0,34,0,0,1.0000,1.0000,34,0.00
nipurn-xprompt-new-darwin-x64,0.0.1,0,0,0,0,0.0000,0.0000,0,0.00
@nuggetslife/vc-rn,0.6.2,0,20,0,1,1.0000,1.0000,20,0.00
@amazon-devices/sentry__react-native,1.0.15,0,29,0,0,1.0000,1.0000,29,0.00
@machina.ai/cell-code-linux-arm64-musl,1.14.28-rc7,0,0,0,0,0.0000,0.0000,0,0.00
depository-deploy-macos,1.11.5,0,0,0,0,0.0000,0.0000,0,0.00
@sparkz-community/common-client-lib,3.0.10,0,33,0,0,1.0000,1.0000,33,0.00
@mayur-mindruby/haraka-wildduck-plugin,5.8.42,0,18,0,0,1.0000,1.0000,18,0.00
nipurn-xprompt-new-linux-arm64-musl,0.0.2,0,0,0,0,0.0000,0.0000,0,0.00
nipurn-xprompt-new-darwin-arm64,0.0.1,0,0,0,0,0.0000,0.0000,0,0.00
@nangohq/shared,0.49.0,0,45,0,0,1.0000,1.0000,45,0.00
turtlecode-backend-linux-x64,0.3.22,0,0,0,0,0.0000,0.0000,0,0.00
@yahoo/uds-v5-wip-cli,1.59.0,0,10,0,0,1.0000,1.0000,10,0.00
@operato/scene-urdf,10.0.0-beta.31,0,23,0,0,1.0000,1.0000,23,0.00
nipurn-xprompt-new-linux-x64,0.0.2,0,0,0,0,0.0000,0.0000,0,0.00
turtlecode-backend-linux-x64-baseline,0.3.22,0,0,0,0,0.0000,0.0000,0,0.00
@nozomioai/nia-windows-x64,0.5.2,0,0,0,0,0.0000,0.0000,0,0.00
@babylonjs/react-native-windows-0-65,1.8.6,0,18,0,0,1.0000,1.0000,18,0.00
react-native-tor,0.1.8,0,21,0,0,1.0000,1.0000,21,0.00
@postman/pm-bin-macos-arm64,1.37.0,0,0,0,0,0.0000,0.0000,0,0.00
@embedder/embedder-windows-x64,0.3.110,0,0,0,0,0.0000,0.0000,0,0.00
numasec-windows-x64,1.2.1,0,0,0,0,0.0000,0.0000,0,0.00
@nordsym/apiclaw,2.7.0,0,19,0,0,1.0000,1.0000,19,0.00
@ironfish/rust-nodejs-linux-x64-gnu,2.10.0,0,0,0,0,0.0000,0.0000,0,0.00
@cal88/interactive-brokers-mcp,2.2.1,0,24,0,0,1.0000,1.0000,24,0.00
irises-darwin-arm64,1.0.29,0,0,0,0,0.0000,0.0000,0,0.00
turtlecode-backend-windows-x64-baseline,0.3.22,0,0,0,0,0.0000,0.0000,0,0.00
@nhtio/create-ts-lib-starter,1.20260501.1,0,30,0,0,1.0000,1.0000,30,0.00
@fugood/node-llama-linux-x64-cuda,1.7.1,0,0,0,0,0.0000,0.0000,0,0.00
@ironfish/rust-nodejs-linux-x64-musl,2.10.0,0,0,0,0,0.0000,0.0000,0,0.00
@newtype-os/cli-darwin-arm64,0.0.71,0,0,0,0,0.0000,0.0000,0,0.00
react-native-tdlib,2.3.0,0,9,0,0,1.0000,1.0000,9,0.00
athithan-dev,1.3.27,0,0,0,0,0.0000,0.0000,0,0.00
numasec-windows-arm64,1.2.1,0,0,0,0,0.0000,0.0000,0,0.00
vite-plugin-norg,4.0.14,0,25,0,0,1.0000,1.0000,25,0.00
turtlecode-backend-windows-x64,0.3.22,0,0,0,0,0.0000,0.0000,0,0.00
@aml-org/als-server,7.1.6,0,23,0,0,1.0000,1.0000,23,0.00
turtlecode-backend-linux-arm64,0.3.22,0,0,0,0,0.0000,0.0000,0,0.00
numasec-linux-arm64-musl,1.2.1,0,0,0,0,0.0000,0.0000,0,0.00
deepspeech-gpu,0.9.3,0,11,0,0,1.0000,1.0000,11,0.00
reredd-windows-x64,2.1.22,0,0,0,0,0.0000,0.0000,0,0.00
turtlecode-backend-linux-x64-baseline-musl,0.3.22,0,0,0,0,0.0000,0.0000,0,0.00
appium-webdriverio,1.0.4,0,11,0,0,1.0000,1.0000,11,0.00
@codemod.com/cli-darwin-x64,1.10.5,0,0,0,0,0.0000,0.0000,0,0.00
ui-test-tauros,0.1.17,0,37,0,0,1.0000,1.0000,37,0.00
nipurn-xprompt-new-windows-x64,0.0.1,0,0,0,0,0.0000,0.0000,0,0.00
@mcpmesh/cli-linux-x64,2.1.0,0,0,0,0,0.0000,0.0000,0,0.00
irises-linux-x64,1.0.29,0,0,0,0,0.0000,0.0000,0,0.00
miclaw-app,0.12.11,0,30,0,1,1.0000,1.0000,30,0.00
opencode-codex-orch-linux-x64,0.1.8,0,0,0,0,0.0000,0.0000,0,0.00
@zigc/darwin-arm64,0.16.0,0,0,0,0,0.0000,0.0000,0,0.00
turtlecode-backend-windows-arm64,0.3.22,0,0,0,0,0.0000,0.0000,0,0.00
@d3k/darwin-arm64,0.0.175,0,0,0,0,0.0000,0.0000,0,0.00
ideavo-code-linux-x64-baseline,1.3.1-7.5,0,0,0,0,0.0000,0.0000,0,0.00
@finsemble/finsemble-core,9.10.15,0,129,0,0,1.0000,1.0000,129,0.00
@aws-prototyping-sdk/cdk-graph-plugin-diagram,0.19.68,0,59,0,0,1.0000,1.0000,57,0.00
@zigc/win32-arm64,0.16.0,0,0,0,0,0.0000,0.0000,0,0.00
@superinterface/server,1.9.11,0,40,0,1,1.0000,1.0000,40,0.00
turtlecode-backend-linux-x64-musl,0.3.22,0,0,0,0,0.0000,0.0000,0,0.00
squidclaw,2026.4.29,0,82,0,0,1.0000,1.0000,82,0.00
@ng-atomic/schematics,19.51.0,0,0,0,0,0.0000,0.0000,0,0.00
nipurn-xprompt-new-windows-x64-baseline,0.0.1,0,0,0,0,0.0000,0.0000,0,0.00
@debugmcp/mcp-debugger,0.20.0,0,8,0,0,1.0000,1.0000,8,0.00
@pspdfkit/nodejs,0.0.7,0,0,0,0,0.0000,0.0000,0,0.00
conintervu,10.3.180,0,99,0,0,1.0000,1.0000,99,0.00
azure-devops-work-items-mac,1.0.14,0,0,0,0,0.0000,0.0000,0,0.00
@oh-labs/oh-omp-linux-x64,0.9.0,0,0,0,0,0.0000,0.0000,0,0.00
@zigc/linux-arm64,0.16.0,0,0,0,0,0.0000,0.0000,0,0.00
numasec-windows-x64-baseline,1.2.1,0,0,0,0,0.0000,0.0000,0,0.00
react-native-adyen-cse,1.0.7,0,1,0,0,1.0000,1.0000,1,0.00
geoip-lite-updated,1.4.4,0,9,0,0,1.0000,1.0000,9,0.00
ideavo-code-linux-x64,1.3.1-7.5,0,0,0,0,0.0000,0.0000,0,0.00
@zigc/win32-x64,0.16.0,0,0,0,0,0.0000,0.0000,0,0.00
innertest,4.20.0,0,12,0,0,1.0000,1.0000,12,0.00
@newtype-os/cli-windows-x64,0.0.71,0,0,0,0,0.0000,0.0000,0,0.00
@codex-infinity/codex-infinity,1.3.40,0,0,0,0,0.0000,0.0000,0,0.00
dotcli-demo,1.2.0,0,0,0,0,0.0000,0.0000,0,0.00
@ironsoftware/ironpdf-engine-linux-x64,2026.5.1,0,1,0,0,1.0000,1.0000,1,0.00
aciano-cdn,2.0.19,0,0,0,0,0.0000,0.0000,0,0.00
@tmedanovic/genie-cli,2.2.53,0,59,0,0,1.0000,1.0000,59,0.00
@42ailab/42plugin-win32-x64,0.4.19,0,0,0,0,0.0000,0.0000,0,0.00
opencode-ai-nofc-linux-x64,1.14.50,0,0,0,0,0.0000,0.0000,0,0.00
matrix-engine,2.3.68,0,11,0,0,1.0000,1.0000,11,0.00
@agent-orcha/node-omni-orcha-linux-x64-cuda,2026.417.552,0,0,0,0,0.0000,0.0000,0,0.00
consortium-code-linux-x64,0.2.0-canary.20260417210700,0,0,0,0,0.0000,0.0000,0,0.00
@ironsoftware/ironpdf-engine-macos-arm64,2026.5.1,0,1,0,0,1.0000,1.0000,1,0.00
access-nyc-patterns,0.8.0,0,10,0,0,1.0000,1.0000,10,0.00
@riverbankcms/sdk,0.62.2,0,31,0,1,1.0000,1.0000,31,0.00
@elestio/cloudgate,1.0.125,0,27,0,0,1.0000,1.0000,27,0.00
mstream,6.8.1,0,24,0,0,1.0000,1.0000,24,0.00
@shadanai/openclaw,2026.5.15-1,0,67,0,0,1.0000,1.0000,67,0.00
opencode-ai-nofc-windows-x64,1.14.50,0,0,0,0,0.0000,0.0000,0,0.00
@fathyb/carbonyl-linux-amd64,0.0.2-next.bacf3db,0,0,0,0,0.0000,0.0000,0,0.00
nume_homolog,1.4.48,0,2,0,0,1.0000,1.0000,2,0.00
ideavo-code-linux-x64-musl,1.3.1-7.5,0,0,0,0,0.0000,0.0000,0,0.00
@newtype-os/cli-darwin-x64,0.0.71,0,0,0,0,0.0000,0.0000,0,0.00
misans-webfont,4.3.1,0,0,0,0,0.0000,0.0000,0,0.00
@vtex/checkout-ui-core,0.29.0,1,0,0,0,0.0000,0.0000,0,0.00
@traces-sh/traces-windows-x64,0.5.8,0,0,0,0,0.0000,0.0000,0,0.00
denchclaw,3.1.2,0,15,0,0,1.0000,1.0000,15,0.00
rari-linux-arm64,0.13.6,0,0,0,0,0.0000,0.0000,0,0.00
ideavo-code-linux-x64-baseline-musl,1.3.1-7.5,0,0,0,0,0.0000,0.0000,0,0.00
@newtype-os/cli-darwin-x64-baseline,0.0.71,0,0,0,0,0.0000,0.0000,0,0.00
happy-next-cli,0.3.5,0,45,0,0,1.0000,1.0000,45,0.00
govuk-chakra,0.0.24,0,65,0,0,1.0000,1.0000,64,0.00
com.shanghaiwindy.middlelayer,1.0.84,0,5,0,0,1.0000,1.0000,5,0.00
@vultisig/mpc-native,0.1.4,0,3,0,0,1.0000,1.0000,3,0.00
@ravenhouse/omni-sdk,0.1.61,0,29,0,1,1.0000,1.0000,29,0.00
hamlib,0.7.1,0,6,0,0,1.0000,1.0000,6,0.00
@zigc/darwin-x64,0.16.0,0,0,0,0,0.0000,0.0000,0,0.00
@newtype-os/cli-linux-x64-baseline,0.0.71,0,0,0,0,0.0000,0.0000,0,0.00
@team-monolith/pxt-core,0.7.2,0,83,0,1,1.0000,1.0000,83,0.00
@newtype-os/cli-linux-x64-baseline-musl,0.0.71,0,0,0,0,0.0000,0.0000,0,0.00
sale-client-chengran,1.10.33-chengran,0,75,0,0,1.0000,1.0000,75,0.00
@cyclonedx/cdxgen-plugins-bin-windows-arm64,1.8.0,0,0,0,0,0.0000,0.0000,0,0.00
@costrict/cs-darwin-x64-baseline,3.0.35,0,0,0,0,0.0000,0.0000,0,0.00
reason-cli,3.3.3-macos-1,4,0,0,0,0.0000,0.0000,0,0.00
@cascade-flow/cli,0.2.28,0,8,0,0,1.0000,1.0000,8,0.00
@newtype-os/cli-windows-x64-baseline,0.0.71,0,0,0,0,0.0000,0.0000,0,0.00
@pizzapi/cli-linux-x64,0.5.23,0,0,0,0,0.0000,0.0000,0,0.00
@embedder/embedder-windows-arm64,0.3.110,0,0,0,0,0.0000,0.0000,0,0.00
@toolbox-sdk/server-darwin-x64,1.2.0,0,0,0,0,0.0000,0.0000,0,0.00
flex-design,1.9.9,0,0,0,0,0.0000,0.0000,0,0.00
@newtype-os/cli-linux-x64-musl,0.0.71,0,0,0,0,0.0000,0.0000,0,0.00
react-native-document-reader-core-fullrfid-beta,5.1.10,0,0,0,0,0.0000,0.0000,0,0.00
@chainsafe/eth2-spec-tests,0.12.3,2,0,0,0,0.0000,0.0000,0,0.00
@amcharts/amcharts4-ember,4.10.40,0,24,0,0,1.0000,1.0000,24,0.00
echarts-china-counties-js,1.0.2,0,9,0,1,1.0000,1.0000,9,0.00
@agent-facets/cli-windows-x64-baseline,0.12.0,0,0,0,0,0.0000,0.0000,0,0.00
@newtype-os/cli-linux-arm64,0.0.71,0,0,0,0,0.0000,0.0000,0,0.00
blondie-platform-web,0.0.93,0,66,0,1,1.0000,1.0000,66,0.00
@oh-labs/oh-omp-darwin-arm64,0.9.0,0,0,0,0,0.0000,0.0000,0,0.00
@ohif/app,3.12.2,0,71,0,0,1.0000,1.0000,71,0.00
@cyclonedx/cdxgen-plugins-bin-linuxmusl-arm64,1.8.0,0,0,0,0,0.0000,0.0000,0,0.00
com.hecomi.ulipsync,3.1.5,0,2,0,0,1.0000,1.0000,2,0.00
@uniswap/ethers-rs-mobile,0.0.5,0,0,0,0,0.0000,0.0000,0,0.00
@newtype-os/cli-linux-x64,0.0.71,0,0,0,0,0.0000,0.0000,0,0.00
eve-online-sde,126.6.18,0,5,0,0,1.0000,1.0000,5,0.00
awesome-omni-skills,0.12.9,0,19,0,0,1.0000,1.0000,19,0.00
@sezzle/sezzle-static-widget,3.2.5,0,20,0,0,1.0000,1.0000,20,0.00
@svc-apac-goodyear/design-tokens,1.32.41,0,25,0,0,1.0000,1.0000,25,0.00
cocos-creator,2.4.2-q,0,146,0,0,1.0000,1.0000,146,0.00
rewards-test3,0.1.489,0,85,0,0,1.0000,1.0000,83,0.00
rari-win32-x64,0.13.6,0,0,0,0,0.0000,0.0000,0,0.00
thin-hook,0.4.0-alpha.62,0,104,0,0,1.0000,1.0000,104,0.00
opencode-ai-nofc-windows-arm64,1.14.50,0,0,0,0,0.0000,0.0000,0,0.00
rari-linux-x64,0.13.6,0,0,0,0,0.0000,0.0000,0,0.00
@twsxtd/hapi-win32-x64,0.18.1,0,0,0,0,0.0000,0.0000,0,0.00
@foundryup/foundry,0.2.0-nightly.4603195,0,9,0,0,1.0000,1.0000,9,0.00
cedar-os,0.1.23,0,52,0,0,1.0000,1.0000,52,0.00
opencode-ai-nofc-linux-arm64,1.14.50,0,0,0,0,0.0000,0.0000,0,0.00
@newtype-os/cli-linux-arm64-musl,0.0.71,0,0,0,0,0.0000,0.0000,0,0.00
stromdao-eaf,0.6.15,0,25,0,1,1.0000,1.0000,25,0.00
davi-js,8.0.6,0,80,0,0,1.0000,1.0000,80,0.00
oh-my-magento-linux-x64,0.3.13,0,0,0,0,0.0000,0.0000,0,0.00
@vmosedge/proxy-sdk,1.2.4,0,7,0,0,1.0000,1.0000,7,0.00
astra-insight-mcp,0.3.3,0,0,0,0,0.0000,0.0000,0,0.00
@reglendo/mergado-ui-kit,4.1.2,0,72,0,0,1.0000,1.0000,72,0.00
vertx3-full,3.9.4,0,0,0,0,0.0000,0.0000,0,0.00
@vikasitai/vikasit-code-linux-x64-baseline,2.0.7,0,0,0,0,0.0000,0.0000,0,0.00
@restatedev/restate-linux-arm64,1.6.2,0,0,0,0,0.0000,0.0000,0,0.00
@babylonjs/react-native-windows,0.65.0-alpha.49,0,18,0,0,1.0000,1.0000,18,0.00
hyperswitch-prism,0.1.0,0,9,0,0,1.0000,1.0000,9,0.00
@d3k/windows-x64,0.0.175,0,0,0,0,0.0000,0.0000,0,0.00
car-accident-app,1.0.0,0,13,0,0,1.0000,1.0000,13,0.00
azure-devops-work-items-linux,1.0.14,0,0,0,0,0.0000,0.0000,0,0.00
ocr-provenance-mcp,1.6.9,0,23,0,0,1.0000,1.0000,23,0.00
@agent-facets/cli-windows-x64,0.12.0,0,0,0,0,0.0000,0.0000,0,0.00
@vikasitai/vikasit-code-linux-x64-musl,2.0.7,0,0,0,0,0.0000,0.0000,0,0.00
@alifd/chat,0.3.67,0,83,0,0,1.0000,1.0000,83,0.00
@guadskill/openclaw-proxy,2026.5.4,0,80,0,0,1.0000,1.0000,80,0.00
@agent-orcha/node-omni-orcha-win32-x64-cuda,2026.417.552,0,0,0,0,0.0000,0.0000,0,0.00
fluentui-emoji,1.3.0,1,0,0,0,0.0000,0.0000,0,0.00
@babylonjs/react-native-windows-0-70,1.8.6,0,18,0,0,1.0000,1.0000,18,0.00
depository-deploy-windows,1.11.5,0,0,0,0,0.0000,0.0000,0,0.00
opencode-codebase-index,0.8.0,0,17,0,0,1.0000,1.0000,17,0.00
@vikasitai/vikasit-code-linux-x64-baseline-musl,2.0.7,0,0,0,0,0.0000,0.0000,0,0.00
@vikasitai/vikasit-code-linux-x64,2.0.7,0,0,0,0,0.0000,0.0000,0,0.00
@bloxbean/yaci-devkit-macos-arm64,0.10.6,1,0,0,0,0.0000,0.0000,0,0.00
@delta-ai/lancedb-linux-x64-musl,0.1.5,0,0,0,0,0.0000,0.0000,0,0.00
@rongcloud/electron,5.38.0,2,0,0,0,0.0000,0.0000,0,0.00
@bloxbean/yaci-devkit-linux-x64,0.10.6,1,0,0,0,0.0000,0.0000,0,0.00
@kyuz0/securecode-linux-x64-baseline-musl,1.4.6-sandboxing-202604151640,0,0,0,0,0.0000,0.0000,0,0.00
@youchi1/openclaw,2026.5.7-patched.5,0,80,0,0,1.0000,1.0000,80,0.00
piper-wasm,0.1.4,0,2,0,0,1.0000,1.0000,2,0.00
@delta-ai/lancedb-linux-x64-gnu,0.1.5,0,0,0,0,0.0000,0.0000,0,0.00
live2dcubismcore,1.0.2,0,0,0,0,0.0000,0.0000,0,0.00
symbiotic-linux-x64,0.4.0,0,0,0,0,0.0000,0.0000,0,0.00
@costrict/cs-linux-arm64-musl,3.0.35,0,0,0,0,0.0000,0.0000,0,0.00
@vikasitai/vikasit-code-windows-x64,2.0.7,0,0,0,0,0.0000,0.0000,0,0.00
bangumi-database,0.3.230,0,2,0,0,1.0000,1.0000,2,0.00
live2d-widget-model,1.0.1,0,8,0,0,1.0000,1.0000,8,0.00
@vikasitai/vikasit-code-darwin-arm64,2.0.7,0,0,0,0,0.0000,0.0000,0,0.00
@costrict/cs-linux-arm64,3.0.35,0,0,0,0,0.0000,0.0000,0,0.00
@triplestepab/all-the-cities,1.0.18,0,8,0,0,1.0000,1.0000,8,0.00
@costrict/cs-linux-x64-musl,3.0.35,0,0,0,0,0.0000,0.0000,0,0.00
@kyuz0/securecode-linux-x64-musl,1.4.6-sandboxing-202604151640,0,0,0,0,0.0000,0.0000,0,0.00
com.caffeine,1.1.11,0,8,0,0,1.0000,1.0000,8,0.00
@zenjiro-latte/latte-code-win32-x64,2.1.91,0,0,0,0,0.0000,0.0000,0,0.00
@vcita/design-system,1.30.1,0,62,0,0,1.0000,1.0000,62,0.00
@costrict/cs-darwin-arm64,3.0.35,0,0,0,0,0.0000,0.0000,0,0.00
@intuned/cli-windows-x64-baseline,0.1.6,0,0,0,0,0.0000,0.0000,0,0.00
@yungu-fed/componentlibrary,0.1.2,0,24,0,0,1.0000,1.0000,24,0.00
