package,avg_dependency_centrality,avg_lines_per_file,avg_function_length,avg_parameters_per_func
webtask-preprocess-pylib1,0.0000,108.5000,1.4712,1.6250
moonbeam-tools,0.0098,113.7049,6.4594,1.8123
commoncomponent,0.0889,48.0000,0.0000,0.0000
stdx-mac,0.0000,10.0000,0.0000,0.0000
@srdcloud/codefree-linux-x64-baseline-musl,0.0000,0.0000,0.0000,0.0000
@mantleio/contracts-bedrock,0.0012,483.5790,4.2596,1.0426
termeet-cli-windows-arm64,0.0000,0.0000,0.0000,0.0000
@zzp123/hapi-linux-x64,0.0000,0.0000,0.0000,0.0000
react-native-sip2,0.0359,95.0588,2.4286,1.5000
lx-blog,0.0000,2.1538,1.0000,0.5842
zcmumi,0.0000,6.0000,0.0000,0.0000
stdx-linux,0.0000,10.0000,0.0000,0.0000
@knotel/transportation,0.0232,141.4167,1.1805,1.9523
genshin-data,0.0006,20.9631,3.5000,2.6667
@raxbkdn/admin-systeem,0.0000,119.7143,176.6667,0.6667
pakkk-instagram-api,0.0182,190.9759,6.5250,1.9875
@4based/moment-editor,0.0019,163.7853,12.4990,1.4753
react-native-gomobile-ipfs,0.0333,23.8000,9.0000,0.4444
@andatoshiki/toshiki-cdn,0.0074,1002.7750,11.7088,1.3819
electroluxasset,0.0000,65.1429,1.4354,1.7969
react-apple-color-emoji,0.0001,17.4963,15.0000,1.0000
react-native-rasa,0.0364,35.6667,14.7500,1.7500
@good-i-deer/node-red-contrib-object-detection,0.1000,90.0000,33.4000,1.5333
test-r3f-project,0.1500,68.0000,1.2707,1.8337
dotnet-sdk-3.0-win-x64,0.0000,5.0000,0.0000,0.0000
react-native-mika,0.0417,27.3750,0.0000,0.0000
vibecanvas-windows-x64,0.0000,0.0000,0.0000,0.0000
klawcomponents,0.0111,3826.2222,1.0132,2.0429
stdx-win,0.0000,10.0000,0.0000,0.0000
@adunne09/waldo-windows-x64,0.0000,0.0000,0.0000,0.0000
epochcli-ai-linux-x64-musl,0.0000,0.0000,0.0000,0.0000
vibecanvas-linux-x64-baseline,0.0000,0.0000,0.0000,0.0000
@electron-fonts/noto-serif-hk,0.0000,5.5000,0.0000,0.0000
fleetops-os-update,0.0000,0.0000,0.0000,0.0000
@prisma/react-native,0.0089,43.2857,63.9167,0.5000
@sanduc/ocr-models,0.0000,19.0000,3.0000,1.0000
@lifter/lifter-app,0.0168,274.6222,8.6890,1.7616
pux-react,0.0417,38.2000,23.5455,0.5455
yyz1,0.0000,0.0000,0.0000,0.0000
@silicogenai/silicogen-cli-linux-x64,0.0000,0.0000,0.0000,0.0000
@bentley/imodel-selector,0.0011,24.2258,1.3004,1.8332
@adunne09/waldo-darwin-x64,0.0000,0.0000,0.0000,0.0000
@zk-email/sdk,0.0047,77.8684,6.3416,1.8072
joyjet-react-native-template,0.0095,14.5714,4.2308,0.8462
darchainprotocol,0.0000,92.5000,1.0929,1.7369
rn_phylloconnect,0.1667,23.6667,0.0000,0.0000
asposepdfnodejs,0.0000,21.5000,1.0000,6.2177
react-native-nitro-tor,0.0000,41.0000,7.0000,3.5000
@based/uws,0.0000,201.0000,0.0000,0.0000
stream-chat-template-react-native,0.0278,17.2857,68.0000,0.0000
retypeapp-linux-arm64,0.0000,35.0000,7.0000,1.0000
@pubm/windows-arm64,0.0000,0.0000,0.0000,0.0000
@command-center/command-center-win-x64,0.0000,6.0000,0.0000,0.0000
@bgoonz11/repoutils,0.0000,3270.5000,10.1364,1.3864
atmosx-nwws-parser,0.1111,636.7000,12.7020,1.3642
@musashishao/agent-kit,0.0333,336.3125,42.2813,1.2188
@type_of/contract-gui,0.0005,48.2791,1.0032,1.5797
@yglabs/mcp-http2stdio-internal,0.3333,54.0000,10.8333,0.3333
react-native-zano,0.0549,85.5714,22.7143,1.0000
mokam,0.0275,38.7143,8.4500,1.4000
react-native-floating-hearts,0.0972,35.5000,2.0000,1.5000
@pubm/windows-x64,0.0000,0.0000,0.0000,0.0000
react-native-coachmarks,0.0605,106.8333,0.0000,0.0000
@ciic/el-ui,0.0029,629.9709,19.5909,1.0114
@mdclone/core,0.0000,10.5545,1.0131,1.8141
@lighthouseapps/makeup,0.1667,37.3333,1.2200,2.1333
@mindbox/frontend,0.0075,2003.0000,1.6164,1.7337
@adobe/spectrum-tokens-deprecated,0.0000,3.0000,0.0000,0.0000
shuwang-pro-layout,0.0190,80.4074,6.9529,1.5765
@command-center/command-center-linux-x64,0.0000,6.0000,0.0000,0.0000
ggez-js,0.0020,302.5708,6.7721,0.6205
rn-dogo-deepar-ivs,0.0513,60.0769,1.5000,1.1250
epochcli-ai-linux-arm64,0.0000,0.0000,0.0000,0.0000
@pubm/windows-x64-baseline,0.0000,0.0000,0.0000,0.0000
coc-powershell,0.2000,156.5000,11.9667,1.1667
hl7.fhir.r4.examples,0.0000,0.0000,0.0000,0.0000
@apache-royale/royale-js,0.0001,220.8835,12.5952,0.2602
epochcli-ai-linux-x64-baseline,0.0000,0.0000,0.0000,0.0000
webtask-preprocess-pylib2,0.0000,2.0000,0.0000,0.0000
xod-cli,0.1471,71.7059,4.5385,1.5128
@randomlabs/slate-linux-x64-baseline-musl,0.0000,0.0000,0.0000,0.0000
ironcode-linux-x64-modern,0.0000,0.0000,0.0000,0.0000
inferra-llama,0.0385,379.8462,21.2154,1.1385
background-removal-pjh,0.0000,9966.0000,17.8972,1.8369
veritatisquam,0.0056,169.5306,14.9367,1.4923
vassonic-webview,0.5000,217.5000,5.0000,0.0000
ccxt-rest,0.0059,55.8528,2.2301,1.9066
react-native-easy-downloader,0.0714,28.5000,0.0000,0.0000
livekit-react-native,0.0146,51.0000,20.8780,0.7073
@wangyaoshen/remux,0.0030,280.0833,26.2302,1.2662
automagik-forge,0.0000,148.0000,23.2500,0.7500
@youssefhenna/expo-mapbox-navigation,0.0294,19.8750,15.5714,1.8571
whisper-addon,0.0000,18.0000,4.0000,1.0000
samba-uploader,0.0164,705.4318,12.5946,1.6557
webbuilder-ide-packages,0.0061,67.4895,15.2656,1.5469
react-native-android-ffmpeg-wrapper,0.0000,18.0000,8.0000,3.0000
@srdcloud/codefree-linux-arm64,0.0000,0.0000,0.0000,0.0000
@srdcloud/codefree-linux-arm64-musl,0.0000,0.0000,0.0000,0.0000
@mugzie/ai-council-linux-arm64,0.0000,0.0000,0.0000,0.0000
fn-ai-windows-x64-baseline,0.0000,0.0000,0.0000,0.0000
@skyispainted/hapi-linux-arm64,0.0000,0.0000,0.0000,0.0000
@silicogenai/silicogen-cli-linux-arm64,0.0000,0.0000,0.0000,0.0000
packphoto,0.0000,0.0000,0.0000,0.0000
@versesdev/hsml-viewer,0.0000,7219.0000,26.8950,1.9273
daimazun,0.0375,122.4348,3.7552,1.8881
@dagangan/uikit,0.0090,68.6364,38.7417,0.8675
fog-controller,0.0216,98.6993,9.8958,1.9301
eth-hbwallet,0.0000,14.0000,10.0000,2.0000
drizzy-agent-windows-x64,0.0000,0.0000,0.0000,0.0000
rn-leanback,0.3333,67.6667,6.0000,0.3333
@srdcloud/codefree-darwin-x64-baseline,0.0000,0.0000,0.0000,0.0000
@ogdev/opencode-crew-linux-x64,0.0000,0.0000,0.0000,0.0000
@srdcloud/codefree-darwin-x64,0.0000,0.0000,0.0000,0.0000
senapt-assured,0.0000,553.0000,38.8571,1.3810
@solana-mobile/solana-mobile-dapp-scaffold,0.0278,8.4286,6.0000,2.0000
@cajacko/template,0.0133,58.1494,6.1808,1.3358
reactnativecountryfetch,0.0238,35.0000,27.5000,0.5000
@go-len/go-len-runtime-macos,0.0000,153.0000,15.4286,1.0000
zyl-cli-easy,0.0015,49.2850,7.8750,1.7544
cwpm,0.1410,53.4615,16.8519,1.7407
@intersystems/intersystems-iris-native,0.0205,96.6250,6.9340,1.1698
react-native-third-party-keyboard,0.0000,22.0000,27.0000,0.0000
react-native-baidu-tts,0.0000,160.0000,17.1429,0.7143
lenz_rn_demo,0.0000,8.0000,0.0000,0.0000
@command-center/command-center-macos-arm64,0.0000,6.0000,0.0000,0.0000
dtl_runpda,0.1528,220.6667,23.5556,0.5556
@thezzisu/rolldown,0.0000,98.0000,0.0000,0.0000
idle-coder,0.0652,962.6087,29.0576,1.0679
@tony370/lib-whatsapp-receiver,0.0263,34.6500,8.3889,1.3333
crossplatformapp,0.0440,13.4545,22.5000,1.0000
react-native-c8osdk,0.0247,136.9677,4.7231,1.5885
@srdcloud/codefree-windows-arm64,0.0000,0.0000,0.0000,0.0000
@initia/builder.js,0.0368,55.8000,12.3333,1.3333
aid-desktop,0.0000,14.7802,1.0000,1.8741
ashu-new-workflow,0.0028,5868.1220,47.6147,1.4771
infinitymint-bt,0.0057,221.3020,67.9795,1.2746
@kastlesystems/react-native-kastlesdk,0.0455,885.6364,1.0000,2.0000
@freetiler/watercolor,0.0000,3.0000,0.0000,0.0000
hary-bot,0.0061,49.4146,20.3500,1.3000
@mcpengine/win32-x64,0.0000,0.0000,0.0000,0.0000
opencode-collab-darwin-arm64,0.0000,0.0000,0.0000,0.0000
@nsalerni/ncode-linux-x64,0.0000,0.0000,0.0000,0.0000
@cloudideaas/hydrainstall,0.0536,39.3750,8.1667,1.0000
cordova.plugin.zoom,0.0000,38.0000,7.0000,4.0000
awesom,0.0002,215.6508,18.8736,1.9368
uniapp-native-ios-part1,0.0000,0.0000,0.0000,0.0000
@melonproject/smart-contracts,0.0555,109.8333,2.5185,0.9630
opencode-collab-windows-x64,0.0000,0.0000,0.0000,0.0000
rnn_notification,0.0445,12.6250,19.6667,0.0000
@jonbrennecke/react-native-media,0.0000,2.0000,1.0000,1.7579
playscape-windows-x64,0.0000,0.0000,0.0000,0.0000
@gzued/antd-compiled,0.0001,35.2283,10.1369,1.6786
@bigtimebuddy-dev/install-stress-test,0.0000,22.0000,9.0000,1.5000
ryugraph,0.0141,149.1961,19.4545,1.0000
@palettegear/boost,0.0000,0.0000,0.0000,0.0000
@command-center/command-center-linux-arm64,0.0000,6.0000,0.0000,0.0000
@aivsw/icon,0.0000,9.0000,0.0000,0.0000
@isdk/llama-node-linux-x64-cuda-ext,0.0000,12.0000,6.0000,0.0000
codeblog-app-windows-x64,0.0000,0.0000,0.0000,0.0000
@dragon-den/install-jdk-17,0.0000,0.0000,0.0000,0.0000
@isdk/llama-node-linux-x64-cuda,0.0000,12.0000,6.0000,0.0000
web-twain-plus,0.0000,369.6154,1.0724,1.5193
inconz,0.0000,846.4000,2.4686,1.9227
vscode-plugin,0.0000,0.0000,0.0000,0.0000
vbb-trips,0.0000,48.0000,6.8333,1.1667
cordova-plugin-openalpr,0.0000,66.3333,12.0000,0.3333
kaspa-wasm32-sdk-web,0.0000,6479.5882,25.0191,1.6582
@microsoft/inshellisense-darwin-arm64,0.0000,0.0000,0.0000,0.0000
@thecorporation/server-linux-x64-gnu,0.0000,0.0000,0.0000,0.0000
@mugzie/ai-council-darwin-x64,0.0000,0.0000,0.0000,0.0000
@nodeflow-network/bin-linux-x64,0.0000,26.0000,9.0000,1.0000
we0-pkg,0.0000,0.0000,0.0000,0.0000
node-source-han-sans-hc,0.0000,0.0000,0.0000,0.0000
@ebowwa/coder,0.0000,515.6103,15.3844,1.3227
@gitspace/linux-arm64,0.0000,0.0000,0.0000,0.0000
node-addon-aclas,0.1667,47.6667,6.6667,2.0000
aboocode-windows-x64-baseline,0.0000,0.0000,0.0000,0.0000
native-sample-app,0.0556,12.3333,17.0000,0.0000
react-native-apple-login,0.0714,17.5000,0.0000,0.0000
fortnite-replay-analysis,0.0000,250.3333,55.9167,1.4167
spicedb-embedded-linux-arm64,0.0000,0.0000,0.0000,0.0000
@nwjs-binaries/win-x64,0.0000,2.0000,0.0000,0.0000
numasec-linux-x64-baseline-musl,0.0000,0.0000,0.0000,0.0000
opencode-ai-nofc-linux-x64,0.0000,0.0000,0.0000,0.0000
react-native-document-reader-core-fullrfid-beta,0.0000,0.0000,0.0000,0.0000
opendocker-windows-x64,0.0000,0.0000,0.0000,0.0000
react-native-baidu-asr-l,0.0000,224.0000,7.0000,1.0000
@milkio/cookbook-win32-x64,0.0000,1.0000,0.0000,0.0000
jdeploy,0.0000,34.0000,0.0000,0.0000
dfcode-linux-arm64,0.0000,0.0000,0.0000,0.0000
@parham125/5zkrz29sebba,0.0000,1.0000,0.0000,0.0000
@kie-tools/jitexecutor-native,0.0000,0.0000,0.0000,0.0000
@ironsoftware/ironpdf-engine-macos-x64,0.0000,3.0000,0.0000,0.0000
shuvcode-linux-x64,0.0000,0.0000,0.0000,0.0000
jdk11,0.0128,53.1026,7.0000,0.8889
swf-visualizer,0.0066,56.1690,1.2760,2.0431
hdr-viewer,0.0000,12.0000,0.0000,0.0000
@yowasp/nextpnr-ice40,0.0000,15467.0000,182.1584,1.7327
react-icons-select,0.0000,10.6667,1.0000,1.3784
trimble-maps-cpik-react-native-library,0.0000,0.0000,0.0000,0.0000
@nodeflow-network/bin-darwin-arm64,0.0000,26.0000,9.0000,1.0000
deepclause-agentvm,0.2500,593.4000,206.4286,1.5714
epochcli-ai-windows-x64,0.0000,0.0000,0.0000,0.0000
epochcli-ai-windows-arm64,0.0000,0.0000,0.0000,0.0000
japan-address-search,0.1048,96.5385,12.8571,1.5714
zego-express-engine-electron-test,0.1556,1090.4444,24.5000,0.0000
quiiusto,0.0055,25.1892,9.2143,1.5357
@plait-lab/reviz,0.0050,154.8571,3.3896,1.6555
dotnet-sdk-2.2-linux-arm,0.0000,5.0000,0.0000,0.0000
hh-tpl-electron-vue3-vite,0.0238,27.6667,11.0000,0.0000
playscape-linux-arm64,0.0000,0.0000,0.0000,0.0000
dotnet-sdk-2.2-osx-x64,0.0000,5.0000,0.0000,0.0000
@ex-machina/opencode-linux-x64,0.0000,0.0000,0.0000,0.0000
@randomlabs/slate-linux-x64-musl,0.0000,0.0000,0.0000,0.0000
@3dbionotes/pdbe-molstar,0.0055,223.2584,12.0346,1.4572
edmond-wallet-connector,0.0043,7.9211,1.0036,1.7629
ffprobe-static-electron,0.5000,17.5000,0.0000,0.0000
pakkk-twitter-rest-api,0.0121,310.5029,10.7258,4.1855
@yoke233/codex-acp-linux-x64,0.0000,0.0000,0.0000,0.0000
agent-swarm-cli-linux-arm64,0.0000,0.0000,0.0000,0.0000
@nativescript/visionos,0.0000,0.0000,0.0000,0.0000
@mugzie/ai-council-linux-x64,0.0000,0.0000,0.0000,0.0000
ysb-sauce-tunnel,0.1667,70.3333,10.0000,5.0000
drizzy-agent-windows-x64-baseline,0.0000,0.0000,0.0000,0.0000
@involvex/super-agent-cli,0.0503,684.3929,51.2857,1.1152
react-native-facesdk,0.0286,24.9333,3.8000,1.8000
iobroker.enocean,0.0022,277.3500,41.6154,1.8462
code0,0.0000,32.2500,23.0000,1.2500
@nodeflow-network/bin-win32-x64,0.0000,26.0000,9.0000,1.0000
ironcode-darwin-arm64,0.0000,0.0000,0.0000,0.0000
playscape-darwin-arm64,0.0000,0.0000,0.0000,0.0000
@renxqoo/renx-code-win32-x64,0.0000,4104.0000,14.6081,1.7162
zego-express-engine-electron-whiteboard,0.1026,952.0833,2.8077,2.5769
@monolex/codexmono,0.1667,262.3333,20.5417,0.9167
@nsalerni/ncode-windows-x64,0.0000,0.0000,0.0000,0.0000
@yowasp/nextpnr-himbaechel-gowin,0.0000,4221.0000,90.3243,1.6351
@nsalerni/ncode-linux-arm64,0.0000,0.0000,0.0000,0.0000
datawoojano,0.0000,0.0000,0.0000,0.0000
fontsource-noto-serif-sc,0.0000,0.0000,0.0000,0.0000
@signalk/tracks,0.0606,67.9167,14.2647,1.1765
@yoke233/codex-acp-linux-arm64,0.0000,0.0000,0.0000,0.0000
pakkk-headerandqueries,0.0083,71.1622,5.0357,1.1250
@ex-machina/opencode-linux-x64-baseline,0.0000,0.0000,0.0000,0.0000
ffmpeg-ffprobe-yt-dlp-static-electron,0.0000,15.0000,0.0000,0.0000
react-native-video-manager,0.0545,23.8182,25.1429,0.2857
defcode-linux-arm64-musl,0.0000,0.0000,0.0000,0.0000
@nwjs-binaries/linux-x64,0.0000,2.0000,0.0000,0.0000
@microsoft/inshellisense-linux-x64,0.0000,0.0000,0.0000,0.0000
spicedb-embedded-linux-x64,0.0000,0.0000,0.0000,0.0000
@randomlabs/slate-linux-x64,0.0000,0.0000,0.0000,0.0000
@yowasp/nextpnr-machxo2,0.0000,18214.0000,193.8073,1.7339
defcode-linux-x64-musl,0.0000,0.0000,0.0000,0.0000
fnaf1-linux,0.0000,15351.3333,6.8193,0.1792
opencv4nodejs-m1,0.0163,22.3614,15.6842,1.4211
@devexpress/sauce-tunnel,0.5000,100.0000,13.0000,3.5000
tocotrienol,0.0000,6929.5000,22.8166,1.9430
react-native-vcrx-poseidon-lib,0.2500,6.7500,0.0000,0.0000
skjema.no-demo,0.0088,168.5368,1.8794,2.0034
yl-file-pipe14,0.0000,0.0000,0.0000,0.0000
create-poa-crowdsale,0.0850,53.2609,13.0000,1.0000
dotnet-sdk-2.1-linux-x64,0.0000,5.0000,0.0000,0.0000
@xiejiayu/live2d_api,0.0000,3.0000,0.0000,0.0000
evalapp,0.0000,149.0000,11.6000,0.4000
@kiwicom/translations,0.0140,41.0000,0.0000,0.0000
intu-dev,0.0000,60.0000,0.0000,0.0000
dicomweb-pacs,0.0056,20.1129,1.2049,1.6912
@ai-nd-co/codex,0.5000,176.0000,23.6667,1.0833
ironcode-linux-x64-baseline-musl,0.0000,0.0000,0.0000,0.0000
opencode-collab-linux-x64,0.0000,0.0000,0.0000,0.0000
@ofeiss/hapi-win32-x64,0.0000,0.0000,0.0000,0.0000
@ex-machina/opencode-linux-x64-musl,0.0000,0.0000,0.0000,0.0000
epochcli-ai-linux-arm64-musl,0.0000,0.0000,0.0000,0.0000
opencode-collab-darwin-x64,0.0000,0.0000,0.0000,0.0000
@ofeiss/hapi-linux-x64,0.0000,0.0000,0.0000,0.0000
fn-ai-windows-x64,0.0000,0.0000,0.0000,0.0000
react-native-cloud-store-revised,0.0135,39.5588,7.0098,1.1765
@command-center/command-center-macos-x64,0.0000,6.0000,0.0000,0.0000
sanxiaoxing_image,0.0000,0.0000,0.0000,0.0000
@dragon-den/install-elasticsearch-2,0.0000,0.0000,0.0000,0.0000
defcode-linux-arm64,0.0000,0.0000,0.0000,0.0000
bbop-manager-golr,0.0000,773.0000,93.3750,2.5000
@ex-machina/opencode-linux-x64-baseline-musl,0.0000,0.0000,0.0000,0.0000
@slynch-a11y/gatsby-theme-a11y-blog,0.0058,556.9531,11.8606,1.2902
playscape-linux-x64,0.0000,0.0000,0.0000,0.0000
@cdoing/cdoing-tui-linux-x64,0.0000,0.0000,0.0000,0.0000
@yglabs/fabric-dataagent,0.5000,51.0000,10.8333,0.3333
@innovayse/geo-atlas,0.0031,62.2885,1.0000,1.0000
ironcode-linux-x64-baseline,0.0000,0.0000,0.0000,0.0000
satop,0.0469,44.6286,13.2368,1.2895
@arctic-cli/arctic-windows-x64,0.0000,0.0000,0.0000,0.0000
lamprunner,0.0000,150.0000,11.6000,0.4000
opencode-collab-linux-arm64,0.0000,0.0000,0.0000,0.0000
@walkthru-earth/react-native-duckdb,0.0222,73.6000,10.2500,0.5000
@arctic-cli/arctic-linux-x64,0.0000,0.0000,0.0000,0.0000
bin2npm,0.0000,0.0000,0.0000,0.0000
bot_genshin,0.0494,129.2750,1.4790,1.8235
pixicode,0.0000,0.0000,0.0000,0.0000
@jonit-dev/capacitor-plugin-facebook-analytics,0.0476,31.5714,0.0000,0.0000
dotnet-sdk-2.1-win-x64,0.0000,5.0000,0.0000,0.0000
@skyispainted/hapi-win32-x64,0.0000,0.0000,0.0000,0.0000
@argycloud/argy-linux-arm64,0.0000,0.0000,0.0000,0.0000
@yoke233/codex-acp-darwin-x64,0.0000,0.0000,0.0000,0.0000
@pcd/proto-pod-gpc-artifacts,0.0000,0.0000,0.0000,0.0000
ip-location-db,0.0000,0.0000,0.0000,0.0000
v-art-x,0.0000,0.0000,0.0000,0.0000
ironcode-windows-x64-modern,0.0000,0.0000,0.0000,0.0000
@dragon-den/install-elasticsearch-4,0.0000,0.0000,0.0000,0.0000
pakkk-exceptions,0.0032,67.7273,4.5091,1.0636
@valhallajs/valhallajs,0.2500,102.0000,23.0000,0.9091
playscape-darwin-x64,0.0000,0.0000,0.0000,0.0000
nanocode-linux-x64,0.0035,9.2500,1.0644,1.4916
consortium,0.0496,947.4324,31.1274,0.9631
cc-track,0.0000,0.0000,0.0000,0.0000
@bitbloq/borndate,0.0000,8308.0000,17.7984,1.8623
defcode-windows-x64-baseline,0.0000,0.0000,0.0000,0.0000
humancode-linux-arm64,0.0000,0.0000,0.0000,0.0000
@gooddollar/v8-android-jit-nointl,0.0000,0.0000,0.0000,0.0000
@agntcy/slim-bindings,0.0333,777.3333,20.5000,0.0000
yt-grabber,0.0122,63.5076,16.1677,1.2903
@uipath/servo,0.0000,0.0000,0.0000,0.0000
lambor33,0.0126,270.1489,24.1654,1.5433
@redflow/cli-bin-windows,0.0000,0.0000,0.0000,0.0000
humancode-darwin-x64,0.0000,0.0000,0.0000,0.0000
thunder-node-sdk-lite-m,0.0262,409.1000,9.5000,2.0000
demucs,0.0530,102.5000,32.6897,2.5172
witnet-solidity-bridge,0.0011,32.7652,10.0000,1.8519
react-native-document-reader-core-full-beta,0.0000,0.0000,0.0000,0.0000
@amihhs/quickly-dev-exe,0.0000,0.0000,0.0000,0.0000
@bitmain/components-tree,0.0238,48.6842,8.3654,1.4615
@cotctl/cli-linux-x64,0.0000,0.0000,0.0000,0.0000
@skyispainted/hapi-linux-x64,0.0000,0.0000,0.0000,0.0000
@argycloud/argy-linux-x64,0.0000,0.0000,0.0000,0.0000
@argycloud/argy-windows-x64-baseline,0.0000,0.0000,0.0000,0.0000
patchy-cli-windows-x64,0.0000,0.0000,0.0000,0.0000
@antcube/capnp,0.1500,135.5000,20.5000,1.3000
puppeteer-ci-driver,0.3333,20.0000,11.2000,0.6000
which-lang,0.5000,24.0000,11.0000,0.0000
playscape-darwin-x64-baseline,0.0000,0.0000,0.0000,0.0000
@jlovec/zhushen-win32-x64,0.0000,0.0000,0.0000,0.0000
phaser3_gui_inspector,0.0415,127.7826,5.3585,1.3270
paddleocr-js,0.0000,8091.9643,11.4167,2.0896
@randomlabs/slate-linux-x64-baseline,0.0000,0.0000,0.0000,0.0000
gyqguo-sakura,0.0000,18.5000,1.0000,1.7966
antv-form-design,0.0000,83307.6667,12.6798,1.6130
@slippilab/viewer,0.0086,87.9929,21.3438,3.2500
rep_concepts,0.0022,38.5714,6.4574,1.2234
@madbean/geolocations,0.1667,22.3333,2.0000,2.0000
raise-common-lib-new,0.0000,433.6118,0.0000,0.0000
spicedb-embedded-win32-x64,0.0000,0.0000,0.0000,0.0000
glooit,0.0000,437.4800,10.9781,1.6569
playscape-linux-x64-baseline,0.0000,0.0000,0.0000,0.0000
cordova-admobsdk,0.0000,0.0000,0.0000,0.0000
res-react-intl,0.0000,69.0000,19.0000,1.0000
@zf-web-font/sourcehansanscn,0.0000,0.0000,0.0000,0.0000
mypackage-webbuilder,0.0060,74.4821,15.2266,1.5469
@ex-machina/opencode-darwin-arm64,0.0000,0.0000,0.0000,0.0000
manual-markdown,0.0000,57.8462,2.6787,1.7952
voluptatesiusto,0.0003,49.9049,32.0122,1.0092
defcode-darwin-x64-baseline,0.0000,0.0000,0.0000,0.0000
uniapp-native-ios-part2,0.0000,0.0000,0.0000,0.0000
emacsadventures,0.0000,0.0000,0.0000,0.0000
ephe,0.0000,0.0000,0.0000,0.0000
mac-hbuilderx-plugin-jre,0.0000,0.0000,0.0000,0.0000
supreium-headless-gl,0.0513,184.3077,17.1389,1.4722
humancode-linux-x64-musl,0.0000,0.0000,0.0000,0.0000
@growth99_plus/ngx-mat-tel-input,0.0176,20.8000,0.0000,0.0000
claudeship,0.0026,37.9385,1.3087,1.7034
pakkk-petstore-heroku,0.0101,88.2558,4.9667,1.1167
@lenml/tokenizer-gemma2,0.0714,220.2000,1.1714,1.2000
@alan-ai/alan-sdk-react-native,0.0000,11.5000,5.0000,1.0000
world-postalcodes,0.0000,70.5000,30.5000,2.0000
@dragon-den/djdk,0.0000,0.0000,0.0000,0.0000
@nwjs-binaries/osx-x64,0.0000,9.0000,0.0000,0.0000
@arctic-cli/arctic-darwin-arm64,0.0000,0.0000,0.0000,0.0000
react-native-radaeepdf,0.0167,24.7600,13.0000,1.3000
@dragon-den/install-elasticsearch-1,0.0000,0.0000,0.0000,0.0000
nanocode-windows-x64,0.0035,9.2500,1.0644,1.4916
@overlayed/electron,0.1000,6670.2500,13.3333,0.3333
defcode-windows-x64,0.0000,0.0000,0.0000,0.0000
nanocode-darwin-arm64,0.0035,9.2500,1.0644,1.4916
react-native-deepar-livestream,0.0513,60.0769,1.5000,1.1250
@innotrade/enapso-graphdb-cli,0.1667,316.6667,15.5000,2.0000
@yoke233/codex-acp-win32-x64,0.0000,0.0000,0.0000,0.0000
hbuilderx-plugin-uts-development-android,0.0000,0.0000,0.0000,0.0000
@yoke233/codex-acp-darwin-arm64,0.0000,0.0000,0.0000,0.0000
@docsagent/docsagent,0.0000,0.0000,0.0000,0.0000
metacom-space-build,0.0000,2.5000,1.0055,2.6932
humancode-darwin-x64-baseline,0.0000,0.0000,0.0000,0.0000
heimdall-lite,0.0122,874.3077,1.4689,1.6141
justlovesmile-photo,0.0000,0.0000,0.0000,0.0000
mysql-server-8-win-x64,0.1667,54.2500,68.0000,0.5000
ffmpeg-static-electron-jdp,0.1667,12.3333,0.0000,0.0000
nw_downloader_bps,0.0000,7.0000,0.0000,0.0000
runebase-prediction-server,0.0404,90.8676,18.6264,0.9341
com.github.asus4.onnxruntime-genai,0.0000,0.0000,0.0000,0.0000
dotnet-sdk-2.1-osx-x64,0.0000,5.0000,0.0000,0.0000
humancode-linux-x64-baseline-musl,0.0000,0.0000,0.0000,0.0000
humancode-linux-arm64-musl,0.0000,0.0000,0.0000,0.0000
@tts_openapi_devmcp/tts-openapi-dev-mcp,0.0000,0.0000,0.0000,0.0000
bincode-dev-darwin-arm64,0.0023,4.8588,1.0411,1.5530
@jlovec/zhushen-linux-x64,0.0000,0.0000,0.0000,0.0000
objectum-firewall,0.0714,159.4286,8.2222,0.8889
@cdoing/cdoing-tui-windows-x64,0.0000,0.0000,0.0000,0.0000
@randomlabs/slate-windows-x64,0.0000,0.0000,0.0000,0.0000
@anonymous-dev/0x0-linux-x64-baseline-musl,0.0000,0.0000,0.0000,0.0000
@argycloud/argy-windows-x64,0.0000,0.0000,0.0000,0.0000
@codemieai/codemie-opencode-darwin-x64-baseline,0.0000,0.0000,0.0000,0.0000
defcode-darwin-x64,0.0000,0.0000,0.0000,0.0000
uniapp-native-ios-test-update-part1,0.0000,0.0000,0.0000,0.0000
capacitor-nodejs,0.0227,26.0000,20.0000,1.0000
node-openalpr-shinobi,0.1667,48.7500,125.0000,0.0000
shiden,0.0086,59.8387,19.9722,0.7778
@alexjpaz/cody,0.0000,0.0000,0.0000,0.0000
vuongvt-br,0.0000,0.0000,0.0000,0.0000
bincode-dev-darwin-x64,0.0023,4.8588,1.0411,1.5530
@command-center/command-center-win-x64-baseline,0.0000,6.0000,0.0000,0.0000
@jlovec/zhushen-linux-arm64,0.0000,0.0000,0.0000,0.0000
@shopify/swcify,0.0556,83.2000,9.4545,1.3636
@argycloud/argy-linux-x64-baseline,0.0000,0.0000,0.0000,0.0000
cosynode,0.1333,25.0000,16.0000,1.5000
defcode-linux-x64-baseline,0.0000,0.0000,0.0000,0.0000
humancode-linux-x64-baseline,0.0000,0.0000,0.0000,0.0000
defcode-linux-x64-baseline-musl,0.0000,0.0000,0.0000,0.0000
daliyuer-static,0.0000,23.0000,25.5000,0.5000
