package,file_count,file_fan_in_avg,file_fan_out_avg,func_count,func_fan_in_avg,func_fan_out_avg,class_count,class_fan_in_avg,class_fan_out_avg
@connext/smart-contracts,1276,0.9436,0.9436,161,0.0994,0.1553,370,0.0000,0.0000
cordage-enterprise,824,0.0000,0.0000,9565,0.0002,0.0004,120,2.6833,2.6833
my-rn-ads,65,0.6462,0.6462,933,0.0257,0.0397,39,0.2821,0.5641
jadetam-dotfiles,1,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
finny-windows-arm64,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
react-native-agoraio,3,0.6667,0.6667,0,0.0000,0.0000,1,0.0000,0.0000
@comapeo/nodejs-mobile-react-native,9,0.0000,0.0000,14,0.2143,0.3571,8,0.8750,0.8750
@mcpmesh/tsuite-darwin-x64,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
@toolkit-cli/toolkode-windows-arm64,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
@dharmaprotocol/contracts,136,0.2132,0.2132,5,0.4000,0.4000,0,0.0000,0.0000
cordova-plugin-hybridrtc,1,0.0000,0.0000,1,0.0000,0.0000,0,0.0000,0.0000
@plot-ai/linux-arm64-gnu,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
lambinator,6,0.0000,0.0000,27,0.0000,0.1852,0,0.0000,0.0000
fixparser-plugin-cli,31,0.0000,0.0000,2139,0.0000,0.0014,262,2.0458,2.0458
dota2-fork,451,0.3991,0.3991,1529,0.2145,0.2603,10,1.3000,1.4000
@mcpmesh/tsuite-darwin-arm64,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
zego-express-engine-electron-private,10,1.4000,1.4000,2,0.0000,0.0000,6,0.1667,0.3333
@gocodingnow/rn-better-boilerplate,98,0.2143,0.2143,43,0.1163,0.3721,1,1.0000,1.0000
@hytopia.com/assets,1,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
iiif-annotator,81,0.1852,0.1852,1733,0.1206,0.1368,2,0.0000,0.0000
jscenekit,341,3.3754,3.3754,930,0.0140,0.0183,185,4.0595,4.0919
@gocodingnow/rn-native-base-boilerplate,75,0.1733,0.1733,54,0.1111,0.3704,3,0.3333,0.3333
live2d-models-storage,3,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
@material-symbols-svg/react-native,8188,0.9957,0.9957,1,0.0000,1.0000,0,0.0000,0.0000
@mida-design/react-native-component,3,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
@teunlao/code-consolidator,63,0.1746,0.1746,1769,0.0588,0.0712,4,0.0000,0.0000
verde-app-darwin-arm64,1,0.0000,0.0000,1,0.0000,0.0000,0,0.0000,0.0000
aether-slm-framework,28,0.2143,0.2143,176,0.0511,0.0739,25,1.3600,1.3600
yt-dlp-static,1,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
solvebio-dash-components,1119,2.6265,2.6265,2905,0.5105,0.5518,10,0.0000,0.0000
@pikabohenkeai/explorer,16,0.0000,0.0000,5269,0.0049,0.0057,5,0.0000,0.0000
@tts_openapi_devmcp/tts-openapi-dev-mcp-test,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
@cvr/stacked,36,0.0000,0.0000,42,0.1667,0.3095,7,0.0000,0.0000
versuno-cli-windows-x64,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
senapt-tomato,1,0.0000,0.0000,21,0.0000,0.0476,0,0.0000,0.0000
capacitor-mapbox,8,0.2500,0.2500,0,0.0000,0.0000,3,0.0000,0.0000
react-native-heremaps-bridge,8,0.3750,0.3750,15,0.5333,0.6000,0,0.0000,0.0000
asherah-linux-arm64-musl,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
calvin-network-tools,94,1.7021,1.7021,94,0.1277,0.3617,0,0.0000,0.0000
@amazon-sumerian-hosts/three,12,1.0000,1.0000,9,0.4444,0.5556,7,0.1429,0.2857
cordova-plugin-scanplate,1,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
font6pro,31,0.0000,0.0000,453,0.1280,0.1678,0,0.0000,0.0000
@synsci/cli-linux-x64-musl,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
echarts-china-cities-js,1152,0.0000,0.0000,1200,0.1042,0.1058,0,0.0000,0.0000
vibecanvas-linux-x64,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
@lloyal-labs/lloyal.node-linux-arm64-cuda,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
dope-rn-nmap,2,0.0000,0.0000,2,0.0000,0.5000,12,0.0000,0.0000
ffmpeg-helper,3,0.0000,0.0000,6,0.0000,0.1667,0,0.0000,0.0000
native-browser-deps-linux,1,0.0000,0.0000,1,0.0000,1.0000,0,0.0000,0.0000
@promakeai/dbcli,2,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
@babylonjs/react-native-basekit-windows-0-70,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
retypeapp-darwin-arm64,1,0.0000,0.0000,2,1.0000,1.0000,0,0.0000,0.0000
com.spellboundar.audio-tools,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
@oven/zig-linux-x64,17,0.0000,0.0000,440,1.0500,1.0591,0,0.0000,0.0000
@things-factory/scene-urdf,14,0.7143,0.7143,12,0.5000,0.5833,7,0.1429,0.1429
@silicogenai/silicogen-cli-linux-x64-baseline-musl,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
gitduck,7,0.4286,0.4286,6,0.0000,0.3333,0,0.0000,0.0000
react-native-component-library-template-demo,10,0.7000,0.7000,3,0.0000,0.0000,0,0.0000,0.0000
@dolthub/commit-graph,68,0.8235,0.8235,332,0.1295,0.1627,0,0.0000,0.0000
@molybden-apps/molybden-darwin-arm64-debug,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
ailtire,921,0.5081,0.5081,7619,0.0730,0.0849,354,2.7373,2.8333
aglint,20,0.5500,0.5500,603,0.0182,0.0249,0,0.0000,0.0000
@dragon-den/drapkg,3,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
treky-cli,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
@sapphi-red/dtln-web,17,0.7647,0.7647,1509,0.0219,0.0278,26,1.3462,1.3462
@elsa-workflows/elsa-studio-wasm-react,215,0.0000,0.0000,14002,0.1496,0.1515,37,0.2162,0.2162
focalors,24,0.9583,0.9583,31,1.1613,1.3548,0,0.0000,0.0000
com.hikky.heliodorlib,16,0.0000,0.0000,3742,0.0083,0.0115,30,1.0333,1.0333
dicomweb-proxy,113,0.6106,0.6106,7370,0.1890,0.1982,15,0.0000,0.0000
wink-embeddings-sg-100d,1,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
react-native-onfido-sdk,6,0.6667,0.6667,0,0.0000,0.0000,3,0.0000,0.0000
foxpay-native-module,3,0.0000,0.0000,20,0.0000,0.1000,0,0.0000,0.0000
calibration,30,2.6667,2.6667,5807,0.0379,0.0394,31,0.9677,0.6774
react-offline-map,27,1.2963,1.2963,184,0.1413,0.1630,11,0.0000,0.0000
cookie987-assets,1,0.0000,0.0000,1,0.0000,0.0000,0,0.0000,0.0000
ding-blogdemo,19,0.0000,0.0000,64,0.2813,0.4375,0,0.0000,0.0000
shuvcode-linux-x64-baseline-musl,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
@songxin/opencode-linux-x64,430,0.8674,0.8674,4048,0.2532,0.2569,291,1.1959,1.1993
sumi-fonts,1,0.0000,0.0000,3,0.0000,0.3333,0,0.0000,0.0000
cputil-node,4,0.5000,0.5000,14,0.0000,0.0714,0,0.0000,0.0000
@silicogenai/silicogen-cli-linux-x64-musl,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
gg.easy.airship,1,0.0000,0.0000,7811,0.0213,0.0214,0,0.0000,0.0000
postgresql-dist-darwin-x64,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
@ngcloudsec/cdxgen-plugins-bin,1,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
@zk-kit/semaphore-artifacts,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
@gabrieleroncolato/emception-core,12,0.5833,0.5833,1066,0.0028,0.0066,10,1.2000,1.2000
@wiggumdev/ralph-windows-x64,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
@jonbrennecke/react-native-camera,1,0.0000,0.0000,190,0.0158,0.0211,0,0.0000,0.0000
@dxos/cli-linux-arm64,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
bdk-rn,59,3.1695,3.1695,14,0.1429,0.1429,90,0.0000,0.0000
opengit-linux-x64-baseline,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
cadviewer-conversion-server,66,0.3030,0.3030,1239,0.0896,0.1154,0,0.0000,0.0000
com.wikitude.phonegap.wikitudeplugin,1,0.0000,0.0000,1,0.0000,0.0000,0,0.0000,0.0000
@extjs/sencha-cmd-macos-jre,2,0.5000,0.5000,0,0.0000,0.0000,0,0.0000,0.0000
@silicogenai/silicogen-cli-windows-x64-baseline,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
@silicogenai/silicogen-cli-linux-x64-baseline,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
manual-html,13,0.0000,0.0000,249,0.3936,0.4137,0,0.0000,0.0000
obs-studio-node-secondary,10,0.6000,0.6000,28,0.0000,0.0000,0,0.0000,0.0000
@licensespring/node-sdk,104,1.0673,1.0673,287,0.3624,0.4425,27,0.0000,0.0000
@dxos/cli-darwin-arm64,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
@silicogenai/silicogen-cli-linux-arm64-musl,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
@dragon-den/install-jdk-11,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
@runanywhere/onnx,7,0.4286,0.4286,4,0.5000,0.5000,1,0.0000,0.0000
react-native-bd-asr,5,0.0000,0.0000,1,0.0000,0.0000,5,0.0000,0.0000
@fentest/comps,82,0.6341,0.6341,23,0.0870,0.3913,3,0.0000,0.3333
@atrvd/onsteroids,35,2.6286,2.6286,402,0.1169,0.1542,29,0.7931,0.7931
@fxyyf-test/react-native-harmony,20,0.2500,0.2500,21,0.9048,1.0476,1,0.0000,0.0000
@dxos/cli-win32-x64,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
react-native-microscope,9,0.3333,0.3333,1,0.0000,1.0000,1,0.0000,0.0000
nextpnr,5,0.4000,0.4000,290,0.0000,0.0069,2,0.0000,0.0000
react-native-zcash,8,0.1250,0.1250,18,0.0000,0.0556,2,0.0000,0.0000
postgresql-dist-darwin-arm64,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
tsbinddotnet,1,0.0000,0.0000,2,0.5000,1.0000,0,0.0000,0.0000
@fhir-typescript/r4-core,6264,0.7398,0.7398,2,0.0000,0.0000,2061,0.0078,0.0078
@synsci/cli-linux-arm64-musl,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
pb-ngx-toast,39,0.5385,0.5385,20,0.0000,0.0500,7,0.0000,0.0000
@plot-ai/win32-x64-msvc,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
dolphin888,164,0.0000,0.0000,283,0.6360,0.6678,0,0.0000,0.0000
shuvcode-linux-x64-baseline,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
react-native-opencv3,7,1.0000,1.0000,2,0.5000,1.0000,11,0.0909,0.0909
react-native-light-color-picker,38,0.7895,0.7895,21,0.1429,0.2381,9,0.0000,0.0000
@logo-rn/template,9,0.2222,0.2222,0,0.0000,0.0000,0,0.0000,0.0000
opengit-linux-arm64,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
shuvcode-linux-x64-musl,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
shuvcode-windows-x64,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
@milaboratories/tengo-tester,13,0.1538,0.1538,17,0.0000,0.3529,0,0.0000,0.0000
@internxt/rn-crypto,9,0.3333,0.3333,39,0.0769,0.1538,0,0.0000,0.0000
@crypto-frontmatter/eip155-1-erc20,6931,0.9997,0.9997,0,0.0000,0.0000,0,0.0000,0.0000
@silicogenai/silicogen-cli-windows-x64,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
cstiedr,3,0.0000,0.0000,42,1.0000,1.0476,0,0.0000,0.0000
react-native-alpha-scroll-flat-list-haptic,10,0.4000,0.4000,1,0.0000,0.0000,1,0.0000,0.0000
@jchinkle/react-arborist,86,1.1512,1.1512,243,0.1399,0.1893,16,0.1875,0.1875
@runanywhere/llamacpp,7,0.4286,0.4286,4,0.5000,0.5000,1,0.0000,0.0000
cordova-plugin-jitsi-meet,1,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
xp.network,50,2.6600,2.6600,193,0.1917,0.3161,2,0.0000,0.0000
react-able-player,46,0.0000,0.0000,160,0.2813,0.3250,0,0.0000,0.0000
opengit-windows-x64-baseline,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
quadsystems-data-test,3,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
moorhen,81,0.0000,0.0000,3232,0.2404,0.2488,11,0.0000,0.0000
@glomex/glomex-dialog,2,0.5000,0.5000,30,0.0667,0.1000,2,0.0000,0.5000
react-native-native-toast-library123,25,1.6000,1.6000,8,0.2500,0.3750,11,0.0000,0.0000
generator-dgp-web-aspnetcore,28,0.5000,0.5000,0,0.0000,0.0000,2,0.0000,0.0000
hubble-react-native,3,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
@herdwatch/sentry-cordova,40,0.5000,0.5000,1255,0.0247,0.0271,80,1.3125,1.3125
react-native-arabic-numbers,9,0.5556,0.5556,0,0.0000,0.0000,1,0.0000,0.0000
@gnolang/gnonative,48,0.8542,0.8542,13,0.1538,0.5385,8,2.0000,2.0000
my-app-firebase-plugin,5,0.2000,0.2000,5,0.2000,0.4000,0,0.0000,0.0000
longport-linux-x64-gnu,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
geojson-cn,5,0.0000,0.0000,14,0.8571,0.8571,0,0.0000,0.0000
bun-webkit-linux-amd64-lto,1,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
@offline-protocol/mesh-sdk,13,0.3846,0.3846,8,0.0000,0.2500,9,0.0000,0.0000
io.magicave.solid-unity,4,0.0000,0.0000,368,0.1359,0.1440,0,0.0000,0.0000
@acentera/node,2,0.0000,0.0000,2,0.0000,1.0000,0,0.0000,0.0000
cloudify-ui-components,8275,0.7053,0.7053,5727,0.3108,0.3731,827,0.2152,0.2285
inertialrush-game-test,48,1.4792,1.4792,643,0.1213,0.1337,0,0.0000,0.0000
bun-webkit-linux-arm64-lto,1,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
@three-em/node,5,0.6000,0.6000,1,0.0000,1.0000,0,0.0000,0.0000
@molybden-apps/molybden-darwin-x64-debug,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
amazon-sumerian-hosts-polly-optimized,63,1.7143,1.7143,13,0.0769,0.2308,54,1.8704,2.1481
@cromwell/admin-panel,397,0.0101,0.0101,5206,0.1139,0.1258,16,0.0000,0.0000
@wiggumdev/ralph-windows-x64-baseline,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
opengit-linux-x64,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
retypeapp-win-x64,1,0.0000,0.0000,2,0.5000,0.5000,0,0.0000,0.0000
@unomed/react-native-matrix-sdk,74,0.6486,0.6486,153,0.0065,0.0915,250,0.0000,0.0000
bun-webkit-linux-arm64,1,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
react-native-android-toast,3,0.3333,0.3333,0,0.0000,0.0000,1,0.0000,0.0000
react-viro-sw,191,1.8691,1.8691,17,0.4118,0.4706,102,0.0000,0.0000
bun-webkit-macos-arm64-lto,1,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
react-native-stockfish-chess-engine,3,0.0000,0.0000,6,0.0000,0.0000,0,0.0000,0.0000
meva-app-plugin-firebase,5,0.2000,0.2000,5,0.2000,0.4000,0,0.0000,0.0000
node-java-fhir-validator,2212,7.7373,7.7373,309,0.0000,0.0000,3305,0.0012,0.0012
react-offline-map-2,25,1.4400,1.4400,151,0.0132,0.0265,11,0.0000,0.0000
@coinbase/waas-sdk-react-native,3,0.0000,0.0000,74,0.1081,0.1081,0,0.0000,0.0000
shuvcode-windows-x64-baseline,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
shuvcode-linux-arm64-musl,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
embedpdf-snippet-i18n,175,0.0057,0.0057,790,0.0101,0.0127,74,10.2703,10.2703
@fugood/react-native-skia,2113,1.5272,1.5272,921,0.4332,0.5114,826,0.4213,0.4358
opengit-windows-x64,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
react-native-template-minimal-ts-lint-husky,8,0.1250,0.1250,0,0.0000,0.0000,0,0.0000,0.0000
ishtms-editor,52,1.3462,1.3462,1679,0.0804,0.1090,0,0.0000,0.0000
rn-initapp-typescript-template,12,0.2500,0.2500,1,0.0000,0.0000,0,0.0000,0.0000
zipy_sdk_abhiram_testing,14,0.7857,0.7857,18,0.5556,0.7778,0,0.0000,0.0000
react-native-outline-scanner,1,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
ozybase,1,0.0000,0.0000,37,0.0000,0.0270,0,0.0000,0.0000
@adunne09/waldo-linux-x64,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
portablegit,205,1.1951,1.1951,665,0.6301,0.7188,21,0.0000,0.0000
@lightprotocol/cli,48,0.6458,0.6458,41,0.2927,0.3659,28,0.0000,0.0000
testing_npm_project_1,6,0.1667,0.1667,1,0.0000,0.0000,0,0.0000,0.0000
react-native-module-calender,2,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
zoomv8,9,0.4444,0.4444,2,0.0000,0.5000,0,0.0000,0.0000
@arifodev/react-viro,65,2.0308,2.0308,8,0.2500,0.6250,5,0.8000,0.8000
dms-control-package,45,3.7333,3.7333,16,0.3125,0.4375,33,0.0000,0.0000
@go-len/go-len-runtime-linux,5,0.0000,0.0000,14,0.5000,0.5714,0,0.0000,0.0000
dynatrace-cordova-plugin,14,2.6429,2.6429,86,0.3256,0.4070,0,0.0000,0.0000
large-nft,170,0.1235,0.1235,4804,0.1405,0.1447,105,1.5143,1.5238
background-removal-node-pjh,1,0.0000,0.0000,562,0.0000,0.0018,39,1.4615,1.4615
@op-engineering/react-native-prisma,32,0.5000,0.5000,24,0.2083,0.5417,0,0.0000,0.0000
fingerprint-me-not,25,1.0800,1.0800,4,0.0000,0.0000,12,0.0000,0.0000
justlovesmile-img,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
STEPNode,1,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
@eugustavo/progen,28,0.3929,0.3929,11,0.0000,0.1818,1,0.0000,0.0000
grnsight,101,0.6931,0.6931,666,0.2583,0.3138,0,0.0000,0.0000
retypeapp-darwin-x64,1,0.0000,0.0000,2,1.0000,1.0000,0,0.0000,0.0000
@bubolabs/wallet-rn-sdk,21,1.7143,1.7143,565,0.0708,0.0796,14,0.0000,0.0000
shuvcode-linux-arm64,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
expo-androidwebviewdetector,14,0.1429,0.1429,370,0.0216,0.0243,0,0.0000,0.0000
@idosal/agentcraft,187,2.0856,2.0856,3853,0.2787,0.2948,508,1.7067,1.7106
cacatoo,45,0.4000,0.4000,1517,0.1997,0.2149,45,4.5111,4.5111
xingshu-coder,25,0.9600,0.9600,710,0.0746,0.0901,46,1.3478,1.3478
rn-offline-tts,1,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
@processandtools/rp-article-designer,168,0.0000,0.0000,589,0.0000,0.0034,65,0.4923,0.5077
childtwo,7,0.2857,0.2857,1,0.0000,1.0000,0,0.0000,0.0000
@lobehub/fluent-emoji-modern,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
@next/rs,3,0.0000,0.0000,5,0.0000,0.2000,1,0.0000,0.0000
termeet-cli-darwin-x64,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
cytoscape-cx2js,12,0.6667,0.6667,753,0.0359,0.0398,2,0.0000,0.0000
schematic-nest-server-gamechanger,66,0.3939,0.3939,80,0.6500,0.7750,0,0.0000,0.0000
tree-sitter-systemverilog,5,0.4000,0.4000,17,0.0000,0.0588,0,0.0000,0.0000
@monax/blackstone,364,0.4670,0.4670,420,0.2905,0.6786,12,0.0000,0.0000
@go-len/go-len-runtime-windows,5,0.0000,0.0000,14,0.5000,0.5714,0,0.0000,0.0000
termeet-cli-darwin-arm64,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
react-native-template-capichi,31,0.3548,0.3548,17,1.7647,1.9412,0,0.0000,0.0000
sdn-emception,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
cumnulla,1113,0.0036,0.0036,557,2.1023,2.2657,122,0.0000,0.0000
earthsdk3-assets,3,0.0000,0.0000,45,0.1778,0.2222,2,1.0000,1.0000
@0xb/icbc-helper,1,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
tfjs-cifar10-web,10,0.8000,0.8000,1,0.0000,0.0000,1,0.0000,0.0000
@moveindustries/movement-cli,42,0.4286,0.4286,26,0.9231,1.6154,0,0.0000,0.0000
runing-monitor,52,0.8846,0.8846,7923,0.0288,0.0323,867,2.5409,2.5409
dotcms-cli-demo,1,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
@around25/react-native-swipe-pager,9,0.6667,0.6667,4,0.0000,0.0000,4,0.5000,0.5000
luxstaynpm1,5,0.6000,0.6000,0,0.0000,0.0000,1,0.0000,0.0000
generator-titpl,211,0.0000,0.0000,978,0.0900,0.1524,48,0.2083,0.2083
papersgpt-for-zotero,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
@coffree/cli-linux-x64,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
jp.supertask.shaderlibcore,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
@mapgis/mobile-react-native,173,2.6416,2.6416,14,0.0000,0.0714,168,0.8690,0.9643
megaten,22,1.1364,1.1364,3,0.0000,0.0000,72,0.0000,0.0000
@lobehub/fluent-emoji-anim-2,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
@fugood/node-whisper-linux-arm64-cuda,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
barryimg,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
@mlx-node/core-darwin-arm64,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
@molybden-apps/molybden-win-x64-debug,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
youshan-admin,1,0.0000,0.0000,21,0.0000,0.0476,0,0.0000,0.0000
amazon-sumerian-hosts,63,1.7143,1.7143,13,0.0769,0.2308,54,1.8519,2.0926
com.beanbag.firebase.app,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
react-native-crispyshot,21,0.9048,0.9048,111,0.0000,0.0541,0,0.0000,0.0000
forestal-prod,8,0.0000,0.0000,1951,0.0815,0.0856,0,0.0000,0.0000
react-native-air-component,5,0.6000,0.6000,0,0.0000,0.0000,2,0.0000,0.0000
react-native-template-nrt,42,0.1667,0.1667,31,0.0968,0.2581,0,0.0000,0.0000
firebase-ios-sdk,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
@jasonczc/haqi-linux-x64,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
scenegis-vue,13,0.3846,0.3846,52,0.0962,0.1154,0,0.0000,0.0000
fapro-free,42,0.0000,0.0000,714,0.0896,0.1485,0,0.0000,0.0000
termeet-cli-windows-x64,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
applyby-clients,205,0.1610,0.1610,527,0.2581,0.2713,1,0.0000,0.0000
uwebsockets,38,0.1579,0.1579,41,0.4390,0.6098,0,0.0000,0.0000
@srdcloud/codefree-windows-x64,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
termeet-cli-linux-arm64,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
cordova-plugin-ffmpeg,2,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
@3kmfi6hp/nodejs-proxy,5,0.6000,0.6000,57,0.9649,0.9825,0,0.0000,0.0000
nectarjs_external,1,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
@srdcloud/codefree-windows-x64-baseline,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
@openhistoricalmap/map-styles,2,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
@beeai/cli,9,0.0000,0.0000,26,0.1154,0.1538,0,0.0000,0.0000
gamernotitle-oss,10,0.0000,0.0000,163,0.0613,0.1043,0,0.0000,0.0000
dnm-node-cep-ffmpeg-installer,3,0.6667,0.6667,1,0.0000,0.0000,0,0.0000,0.0000
contactuseditor,19,0.1579,0.1579,0,0.0000,0.0000,1,0.0000,0.0000
@srdcloud/codefree-linux-x64-baseline,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
@adunne09/waldo-linux-arm64,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
cordova-plugin-gaode,1,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
retypeapp-win-x86,1,0.0000,0.0000,2,0.5000,0.5000,0,0.0000,0.0000
@srdcloud/codefree-linux-x64-musl,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
@srdcloud/codefree-linux-x64,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
react-native-openalpr2,1,0.0000,0.0000,1,0.0000,0.0000,1,0.0000,0.0000
node-yt-dl-cli,2,0.5000,0.5000,6,0.0000,0.1667,0,0.0000,0.0000
@idnow/react-autoident,34,0.3529,0.3529,8,0.0000,0.0000,0,0.0000,0.0000
skeleton-loading-test,7,0.1429,0.1429,1,0.0000,1.0000,0,0.0000,0.0000
ffprobe-static-arm64,2,0.5000,0.5000,0,0.0000,0.0000,0,0.0000,0.0000
@zzp123/hapi-win32-x64,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
vibecanvas-windows-x64-baseline,0,0.0000,0.0000,0,0.0000,0.0000,0,0.0000,0.0000
@pyodide/pyodide,78,0.0000,0.0000,2245,0.0009,0.0347,0,0.0000,0.0000
drizzle-gen,1,0.0000,0.0000,2,0.5000,1.0000,0,0.0000,0.0000
c-tools-js,17,0.0000,0.0000,262,0.0000,0.0115,21,0.0000,0.0000
@fathym/public-web,42,0.0000,0.0000,1163,12.4007,12.4084,0,0.0000,0.0000
verde-app-darwin-x64,1,0.0000,0.0000,1,0.0000,0.0000,0,0.0000,0.0000
